date,camicia bianca,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,18,False
2018-03-04,19,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,40,False
2018-04-01,0,False
2018-04-08,20,False
2018-04-15,40,False
2018-04-22,0,False
2018-04-29,60,False
2018-05-06,39,False
2018-05-13,39,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,19,False
2018-06-24,75,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,19,False
2018-07-22,19,False
2018-07-29,0,False
2018-08-05,54,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,19,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,20,False
2018-10-14,40,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,19,False
2018-12-02,21,False
2018-12-09,100,False
2018-12-16,20,False
2018-12-23,21,False
2018-12-30,39,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,17,False
2019-02-10,0,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,0,False
2019-03-31,36,False
2019-04-07,0,False
2019-04-14,19,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,35,False
2019-05-19,17,False
2019-05-26,17,False
2019-06-02,36,False
2019-06-09,37,False
2019-06-16,37,False
2019-06-23,18,False
2019-06-30,36,False
2019-07-07,51,False
2019-07-14,17,False
2019-07-21,0,False
2019-07-28,17,False
2019-08-04,17,False
2019-08-11,53,False
2019-08-18,34,False
2019-08-25,17,False
2019-09-01,33,False
2019-09-08,50,False
2019-09-15,33,False
2019-09-22,50,False
2019-09-29,0,False
2019-10-06,51,False
2019-10-13,0,False
2019-10-20,17,False
2019-10-27,34,False
2019-11-03,33,False
2019-11-10,17,False
2019-11-17,34,False
2019-11-24,16,False
2019-12-01,34,False
2019-12-08,17,False
2019-12-15,17,False
2019-12-22,18,False
2019-12-29,0,False
2020-01-05,49,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,48,False
2020-02-02,0,False
2020-02-09,32,False
2020-02-16,0,False
2020-02-23,15,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,27,False
2020-03-22,25,False
2020-03-29,13,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
