date,camicia bianca,isPartial
2018-01-07,33,False
2018-01-14,17,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,16,False
2018-02-11,46,False
2018-02-18,15,False
2018-02-25,0,False
2018-03-04,58,False
2018-03-11,15,False
2018-03-18,30,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,30,False
2018-04-15,46,False
2018-04-22,32,False
2018-04-29,76,False
2018-05-06,58,False
2018-05-13,44,False
2018-05-20,89,False
2018-05-27,46,False
2018-06-03,31,False
2018-06-10,44,False
2018-06-17,58,False
2018-06-24,47,False
2018-07-01,31,False
2018-07-08,31,False
2018-07-15,94,False
2018-07-22,47,False
2018-07-29,32,False
2018-08-05,68,False
2018-08-12,20,False
2018-08-19,21,False
2018-08-26,0,False
2018-09-02,30,False
2018-09-09,15,False
2018-09-16,71,False
2018-09-23,29,False
2018-09-30,44,False
2018-10-07,60,False
2018-10-14,45,False
2018-10-21,15,False
2018-10-28,44,False
2018-11-04,70,False
2018-11-11,58,False
2018-11-18,15,False
2018-11-25,15,False
2018-12-02,27,False
2018-12-09,15,False
2018-12-16,96,False
2018-12-23,20,False
2018-12-30,17,False
2019-01-06,100,False
2019-01-13,48,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,16,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,43,False
2019-03-03,17,False
2019-03-10,17,False
2019-03-17,17,False
2019-03-24,66,False
2019-03-31,82,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,37,False
2019-04-28,32,False
2019-05-05,44,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,31,False
2019-06-02,64,False
2019-06-09,32,False
2019-06-16,51,False
2019-06-23,51,False
2019-06-30,35,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,51,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,0,False
2019-08-18,40,False
2019-08-25,18,False
2019-09-01,46,False
2019-09-08,0,False
2019-09-15,15,False
2019-09-22,47,False
2019-09-29,47,False
2019-10-06,32,False
2019-10-13,0,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,15,False
2019-11-10,30,False
2019-11-17,92,False
2019-11-24,31,False
2019-12-01,0,False
2019-12-08,94,False
2019-12-15,48,False
2019-12-22,20,False
2019-12-29,18,False
2020-01-05,79,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,44,False
2020-02-02,29,False
2020-02-09,59,False
2020-02-16,45,False
2020-02-23,86,False
2020-03-01,43,False
2020-03-08,28,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,28,False
2020-04-12,0,False
2020-04-19,27,False
2020-04-26,47,True
