date,camicia bianca,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,27,False
2018-01-28,26,False
2018-02-04,65,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,51,False
2018-03-18,26,False
2018-03-25,53,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,27,False
2018-04-29,51,False
2018-05-06,75,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,52,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,26,False
2018-06-24,0,False
2018-07-01,50,False
2018-07-08,100,False
2018-07-15,51,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,54,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,53,False
2018-10-07,39,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,52,False
2018-11-11,53,False
2018-11-18,52,False
2018-11-25,26,False
2018-12-02,54,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,97,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,49,False
2019-02-03,25,False
2019-02-10,39,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,40,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,39,False
2019-04-07,78,False
2019-04-14,27,False
2019-04-21,39,False
2019-04-28,0,False
2019-05-05,37,False
2019-05-12,25,False
2019-05-19,61,False
2019-05-26,35,False
2019-06-02,0,False
2019-06-09,64,False
2019-06-16,40,False
2019-06-23,27,False
2019-06-30,26,False
2019-07-07,25,False
2019-07-14,51,False
2019-07-21,77,False
2019-07-28,79,False
2019-08-04,27,False
2019-08-11,56,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,47,False
2019-09-08,98,False
2019-09-15,24,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,93,False
2019-11-03,23,False
2019-11-10,24,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,48,False
2019-12-08,48,False
2019-12-15,25,False
2019-12-22,30,False
2019-12-29,67,False
2020-01-05,49,False
2020-01-12,23,False
2020-01-19,47,False
2020-01-26,45,False
2020-02-02,0,False
2020-02-09,35,False
2020-02-16,58,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,40,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,39,False
2020-04-05,0,False
2020-04-12,41,False
2020-04-19,38,False
2020-04-26,0,True
