date,camicia bianca,isPartial
2018-01-07,19,False
2018-01-14,19,False
2018-01-21,28,False
2018-01-28,38,False
2018-02-04,55,False
2018-02-11,19,False
2018-02-18,19,False
2018-02-25,20,False
2018-03-04,20,False
2018-03-11,40,False
2018-03-18,20,False
2018-03-25,0,False
2018-04-01,45,False
2018-04-08,40,False
2018-04-15,40,False
2018-04-22,21,False
2018-04-29,0,False
2018-05-06,52,False
2018-05-13,30,False
2018-05-20,41,False
2018-05-27,42,False
2018-06-03,21,False
2018-06-10,37,False
2018-06-17,69,False
2018-06-24,30,False
2018-07-01,40,False
2018-07-08,70,False
2018-07-15,31,False
2018-07-22,49,False
2018-07-29,19,False
2018-08-05,37,False
2018-08-12,29,False
2018-08-19,0,False
2018-08-26,28,False
2018-09-02,39,False
2018-09-09,40,False
2018-09-16,19,False
2018-09-23,57,False
2018-09-30,39,False
2018-10-07,59,False
2018-10-14,40,False
2018-10-21,30,False
2018-10-28,49,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,41,False
2018-11-25,20,False
2018-12-02,22,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,47,False
2018-12-30,61,False
2019-01-06,20,False
2019-01-13,19,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,38,False
2019-02-17,0,False
2019-02-24,38,False
2019-03-03,60,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,57,False
2019-04-07,39,False
2019-04-14,20,False
2019-04-21,52,False
2019-04-28,58,False
2019-05-05,58,False
2019-05-12,28,False
2019-05-19,29,False
2019-05-26,27,False
2019-06-02,48,False
2019-06-09,20,False
2019-06-16,31,False
2019-06-23,40,False
2019-06-30,31,False
2019-07-07,100,False
2019-07-14,20,False
2019-07-21,41,False
2019-07-28,20,False
2019-08-04,19,False
2019-08-11,59,False
2019-08-18,18,False
2019-08-25,18,False
2019-09-01,43,False
2019-09-08,55,False
2019-09-15,37,False
2019-09-22,73,False
2019-09-29,19,False
2019-10-06,37,False
2019-10-13,67,False
2019-10-20,27,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,19,False
2019-11-17,38,False
2019-11-24,0,False
2019-12-01,48,False
2019-12-08,19,False
2019-12-15,30,False
2019-12-22,53,False
2019-12-29,30,False
2020-01-05,38,False
2020-01-12,18,False
2020-01-19,27,False
2020-01-26,0,False
2020-02-02,35,False
2020-02-09,18,False
2020-02-16,83,False
2020-02-23,27,False
2020-03-01,17,False
2020-03-08,16,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,31,False
2020-04-12,32,False
2020-04-19,15,False
2020-04-26,0,True
