date,camicia bianca,isPartial
2018-01-07,33,False
2018-01-14,75,False
2018-01-21,32,False
2018-01-28,21,False
2018-02-04,32,False
2018-02-11,11,False
2018-02-18,0,False
2018-02-25,71,False
2018-03-04,39,False
2018-03-11,60,False
2018-03-18,31,False
2018-03-25,21,False
2018-04-01,44,False
2018-04-08,71,False
2018-04-15,31,False
2018-04-22,76,False
2018-04-29,42,False
2018-05-06,41,False
2018-05-13,50,False
2018-05-20,91,False
2018-05-27,61,False
2018-06-03,21,False
2018-06-10,51,False
2018-06-17,42,False
2018-06-24,53,False
2018-07-01,52,False
2018-07-08,32,False
2018-07-15,64,False
2018-07-22,22,False
2018-07-29,57,False
2018-08-05,50,False
2018-08-12,14,False
2018-08-19,41,False
2018-08-26,44,False
2018-09-02,60,False
2018-09-09,59,False
2018-09-16,29,False
2018-09-23,20,False
2018-09-30,40,False
2018-10-07,30,False
2018-10-14,60,False
2018-10-21,20,False
2018-10-28,30,False
2018-11-04,47,False
2018-11-11,69,False
2018-11-18,48,False
2018-11-25,40,False
2018-12-02,30,False
2018-12-09,39,False
2018-12-16,71,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,10,False
2019-01-13,38,False
2019-01-20,67,False
2019-01-27,9,False
2019-02-03,29,False
2019-02-10,10,False
2019-02-17,29,False
2019-02-24,60,False
2019-03-03,40,False
2019-03-10,20,False
2019-03-17,81,False
2019-03-24,31,False
2019-03-31,20,False
2019-04-07,60,False
2019-04-14,62,False
2019-04-21,91,False
2019-04-28,73,False
2019-05-05,100,False
2019-05-12,29,False
2019-05-19,87,False
2019-05-26,67,False
2019-06-02,81,False
2019-06-09,70,False
2019-06-16,50,False
2019-06-23,10,False
2019-06-30,41,False
2019-07-07,51,False
2019-07-14,52,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,49,False
2019-08-11,27,False
2019-08-18,13,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,39,False
2019-09-15,28,False
2019-09-22,47,False
2019-09-29,85,False
2019-10-06,47,False
2019-10-13,19,False
2019-10-20,0,False
2019-10-27,46,False
2019-11-03,9,False
2019-11-10,45,False
2019-11-17,36,False
2019-11-24,62,False
2019-12-01,37,False
2019-12-08,47,False
2019-12-15,56,False
2019-12-22,79,False
2019-12-29,77,False
2020-01-05,28,False
2020-01-12,26,False
2020-01-19,44,False
2020-01-26,43,False
2020-02-02,9,False
2020-02-09,52,False
2020-02-16,35,False
2020-02-23,16,False
2020-03-01,49,False
2020-03-08,0,False
2020-03-15,8,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,25,False
2020-04-12,8,False
2020-04-19,16,False
2020-04-26,0,True
