date,jouer la guitare,isPartial
2018-01-07,0,False
2018-01-14,47,False
2018-01-21,0,False
2018-01-28,49,False
2018-02-04,48,False
2018-02-11,49,False
2018-02-18,50,False
2018-02-25,48,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,52,False
2018-04-15,0,False
2018-04-22,50,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,50,False
2018-05-20,53,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,49,False
2018-06-17,0,False
2018-06-24,54,False
2018-07-01,51,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,54,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,56,False
2018-08-19,54,False
2018-08-26,0,False
2018-09-02,54,False
2018-09-09,53,False
2018-09-16,51,False
2018-09-23,53,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,53,False
2018-10-21,0,False
2018-10-28,50,False
2018-11-04,99,False
2018-11-11,0,False
2018-11-18,100,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,51,False
2018-12-23,0,False
2018-12-30,52,False
2019-01-06,0,False
2019-01-13,97,False
2019-01-20,0,False
2019-01-27,47,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,51,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,51,False
2019-03-24,0,False
2019-03-31,50,False
2019-04-07,51,False
2019-04-14,0,False
2019-04-21,51,False
2019-04-28,0,False
2019-05-05,48,False
2019-05-12,0,False
2019-05-19,49,False
2019-05-26,52,False
2019-06-02,48,False
2019-06-09,0,False
2019-06-16,51,False
2019-06-23,50,False
2019-06-30,0,False
2019-07-07,100,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,51,False
2019-08-25,0,False
2019-09-01,48,False
2019-09-08,49,False
2019-09-15,0,False
2019-09-22,46,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,66,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,45,False
2019-12-22,46,False
2019-12-29,45,False
2020-01-05,44,False
2020-01-12,42,False
2020-01-19,0,False
2020-01-26,42,False
2020-02-02,43,False
2020-02-09,41,False
2020-02-16,42,False
2020-02-23,41,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,34,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,35,False
2020-04-19,35,False
2020-04-26,33,False
2020-05-03,34,False
2020-05-10,36,False
2020-05-17,0,True
