date,karaoke,isPartial
2018-01-07,65,False
2018-01-14,32,False
2018-01-21,57,False
2018-01-28,39,False
2018-02-04,31,False
2018-02-11,32,False
2018-02-18,23,False
2018-02-25,14,False
2018-03-04,30,False
2018-03-11,62,False
2018-03-18,62,False
2018-03-25,16,False
2018-04-01,25,False
2018-04-08,47,False
2018-04-15,49,False
2018-04-22,17,False
2018-04-29,47,False
2018-05-06,77,False
2018-05-13,31,False
2018-05-20,32,False
2018-05-27,49,False
2018-06-03,56,False
2018-06-10,30,False
2018-06-17,40,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,16,False
2018-07-15,75,False
2018-07-22,49,False
2018-07-29,41,False
2018-08-05,25,False
2018-08-12,25,False
2018-08-19,32,False
2018-08-26,16,False
2018-09-02,32,False
2018-09-09,40,False
2018-09-16,31,False
2018-09-23,16,False
2018-09-30,24,False
2018-10-07,32,False
2018-10-14,40,False
2018-10-21,24,False
2018-10-28,46,False
2018-11-04,23,False
2018-11-11,25,False
2018-11-18,55,False
2018-11-25,40,False
2018-12-02,48,False
2018-12-09,40,False
2018-12-16,42,False
2018-12-23,83,False
2018-12-30,100,False
2019-01-06,24,False
2019-01-13,46,False
2019-01-20,43,False
2019-01-27,15,False
2019-02-03,30,False
2019-02-10,15,False
2019-02-17,39,False
2019-02-24,31,False
2019-03-03,95,False
2019-03-10,78,False
2019-03-17,40,False
2019-03-24,48,False
2019-03-31,16,False
2019-04-07,31,False
2019-04-14,16,False
2019-04-21,31,False
2019-04-28,15,False
2019-05-05,45,False
2019-05-12,44,False
2019-05-19,15,False
2019-05-26,14,False
2019-06-02,31,False
2019-06-09,31,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,42,False
2019-07-07,47,False
2019-07-14,41,False
2019-07-21,17,False
2019-07-28,99,False
2019-08-04,42,False
2019-08-11,34,False
2019-08-18,37,False
2019-08-25,58,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,43,False
2019-09-22,14,False
2019-09-29,29,False
2019-10-06,58,False
2019-10-13,22,False
2019-10-20,50,False
2019-10-27,27,False
2019-11-03,27,False
2019-11-10,21,False
2019-11-17,35,False
2019-11-24,49,False
2019-12-01,64,False
2019-12-08,29,False
2019-12-15,44,False
2019-12-22,33,False
2019-12-29,67,False
2020-01-05,35,False
2020-01-12,39,False
2020-01-19,74,False
2020-01-26,39,False
2020-02-02,13,False
2020-02-09,14,False
2020-02-16,40,False
2020-02-23,31,False
2020-03-01,24,False
2020-03-08,17,False
2020-03-15,40,False
2020-03-22,31,False
2020-03-29,60,False
2020-04-05,35,False
2020-04-12,41,False
2020-04-19,16,False
2020-04-26,29,True
