date,Karaoke,isPartial
2018-01-07,46,False
2018-01-14,52,False
2018-01-21,59,False
2018-01-28,44,False
2018-02-04,51,False
2018-02-11,44,False
2018-02-18,48,False
2018-02-25,48,False
2018-03-04,51,False
2018-03-11,69,False
2018-03-18,42,False
2018-03-25,36,False
2018-04-01,63,False
2018-04-08,52,False
2018-04-15,50,False
2018-04-22,56,False
2018-04-29,36,False
2018-05-06,56,False
2018-05-13,41,False
2018-05-20,47,False
2018-05-27,49,False
2018-06-03,66,False
2018-06-10,53,False
2018-06-17,52,False
2018-06-24,55,False
2018-07-01,54,False
2018-07-08,32,False
2018-07-15,69,False
2018-07-22,70,False
2018-07-29,48,False
2018-08-05,38,False
2018-08-12,59,False
2018-08-19,66,False
2018-08-26,60,False
2018-09-02,48,False
2018-09-09,30,False
2018-09-16,45,False
2018-09-23,55,False
2018-09-30,56,False
2018-10-07,60,False
2018-10-14,47,False
2018-10-21,61,False
2018-10-28,58,False
2018-11-04,58,False
2018-11-11,69,False
2018-11-18,66,False
2018-11-25,65,False
2018-12-02,46,False
2018-12-09,50,False
2018-12-16,52,False
2018-12-23,100,False
2018-12-30,90,False
2019-01-06,49,False
2019-01-13,79,False
2019-01-20,71,False
2019-01-27,58,False
2019-02-03,69,False
2019-02-10,60,False
2019-02-17,35,False
2019-02-24,71,False
2019-03-03,66,False
2019-03-10,57,False
2019-03-17,52,False
2019-03-24,51,False
2019-03-31,56,False
2019-04-07,58,False
2019-04-14,64,False
2019-04-21,51,False
2019-04-28,60,False
2019-05-05,45,False
2019-05-12,39,False
2019-05-19,56,False
2019-05-26,52,False
2019-06-02,54,False
2019-06-09,62,False
2019-06-16,56,False
2019-06-23,71,False
2019-06-30,30,False
2019-07-07,56,False
2019-07-14,63,False
2019-07-21,58,False
2019-07-28,61,False
2019-08-04,47,False
2019-08-11,68,False
2019-08-18,39,False
2019-08-25,44,False
2019-09-01,49,False
2019-09-08,58,False
2019-09-15,30,False
2019-09-22,42,False
2019-09-29,46,False
2019-10-06,45,False
2019-10-13,44,False
2019-10-20,49,False
2019-10-27,53,False
2019-11-03,39,False
2019-11-10,71,False
2019-11-17,66,False
2019-11-24,54,False
2019-12-01,62,False
2019-12-08,77,False
2019-12-15,86,False
2019-12-22,75,False
2019-12-29,82,False
2020-01-05,43,False
2020-01-12,45,False
2020-01-19,85,False
2020-01-26,48,False
2020-02-02,50,False
2020-02-09,52,False
2020-02-16,49,False
2020-02-23,57,False
2020-03-01,71,False
2020-03-08,43,False
2020-03-15,63,False
2020-03-22,53,False
2020-03-29,57,False
2020-04-05,64,False
2020-04-12,79,False
2020-04-19,56,False
2020-04-26,54,True
