date,karaoke,isPartial
2018-01-07,16,False
2018-01-14,39,False
2018-01-21,40,False
2018-01-28,24,False
2018-02-04,62,False
2018-02-11,23,False
2018-02-18,67,False
2018-02-25,37,False
2018-03-04,38,False
2018-03-11,46,False
2018-03-18,40,False
2018-03-25,31,False
2018-04-01,68,False
2018-04-08,52,False
2018-04-15,65,False
2018-04-22,37,False
2018-04-29,26,False
2018-05-06,59,False
2018-05-13,59,False
2018-05-20,50,False
2018-05-27,33,False
2018-06-03,43,False
2018-06-10,49,False
2018-06-17,43,False
2018-06-24,100,False
2018-07-01,31,False
2018-07-08,30,False
2018-07-15,59,False
2018-07-22,37,False
2018-07-29,22,False
2018-08-05,13,False
2018-08-12,26,False
2018-08-19,20,False
2018-08-26,29,False
2018-09-02,15,False
2018-09-09,16,False
2018-09-16,48,False
2018-09-23,16,False
2018-09-30,24,False
2018-10-07,51,False
2018-10-14,17,False
2018-10-21,25,False
2018-10-28,58,False
2018-11-04,43,False
2018-11-11,63,False
2018-11-18,35,False
2018-11-25,35,False
2018-12-02,17,False
2018-12-09,33,False
2018-12-16,51,False
2018-12-23,65,False
2018-12-30,53,False
2019-01-06,71,False
2019-01-13,45,False
2019-01-20,15,False
2019-01-27,50,False
2019-02-03,66,False
2019-02-10,29,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,0,False
2019-03-10,15,False
2019-03-17,40,False
2019-03-24,33,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,41,False
2019-04-21,34,False
2019-04-28,16,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,39,False
2019-05-26,90,False
2019-06-02,32,False
2019-06-09,16,False
2019-06-16,30,False
2019-06-23,48,False
2019-06-30,15,False
2019-07-07,28,False
2019-07-14,14,False
2019-07-21,26,False
2019-07-28,31,False
2019-08-04,24,False
2019-08-11,34,False
2019-08-18,0,False
2019-08-25,35,False
2019-09-01,38,False
2019-09-08,50,False
2019-09-15,35,False
2019-09-22,28,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,44,False
2019-10-20,53,False
2019-10-27,44,False
2019-11-03,44,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,82,False
2019-12-01,31,False
2019-12-08,15,False
2019-12-15,43,False
2019-12-22,72,False
2019-12-29,70,False
2020-01-05,30,False
2020-01-12,19,False
2020-01-19,66,False
2020-01-26,25,False
2020-02-02,12,False
2020-02-09,25,False
2020-02-16,77,False
2020-02-23,23,False
2020-03-01,12,False
2020-03-08,37,False
2020-03-15,32,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,39,False
2020-04-12,33,False
2020-04-19,13,False
2020-04-26,22,True
