date,Karaoke,isPartial
2018-01-07,61,False
2018-01-14,48,False
2018-01-21,70,False
2018-01-28,51,False
2018-02-04,57,False
2018-02-11,61,False
2018-02-18,57,False
2018-02-25,56,False
2018-03-04,63,False
2018-03-11,59,False
2018-03-18,53,False
2018-03-25,65,False
2018-04-01,77,False
2018-04-08,69,False
2018-04-15,64,False
2018-04-22,54,False
2018-04-29,78,False
2018-05-06,51,False
2018-05-13,69,False
2018-05-20,73,False
2018-05-27,70,False
2018-06-03,56,False
2018-06-10,58,False
2018-06-17,82,False
2018-06-24,60,False
2018-07-01,57,False
2018-07-08,58,False
2018-07-15,67,False
2018-07-22,57,False
2018-07-29,77,False
2018-08-05,61,False
2018-08-12,79,False
2018-08-19,78,False
2018-08-26,64,False
2018-09-02,49,False
2018-09-09,56,False
2018-09-16,57,False
2018-09-23,56,False
2018-09-30,56,False
2018-10-07,63,False
2018-10-14,56,False
2018-10-21,65,False
2018-10-28,74,False
2018-11-04,54,False
2018-11-11,59,False
2018-11-18,71,False
2018-11-25,61,False
2018-12-02,64,False
2018-12-09,86,False
2018-12-16,83,False
2018-12-23,97,False
2018-12-30,76,False
2019-01-06,47,False
2019-01-13,57,False
2019-01-20,51,False
2019-01-27,59,False
2019-02-03,53,False
2019-02-10,59,False
2019-02-17,59,False
2019-02-24,73,False
2019-03-03,58,False
2019-03-10,45,False
2019-03-17,60,False
2019-03-24,41,False
2019-03-31,57,False
2019-04-07,66,False
2019-04-14,59,False
2019-04-21,83,False
2019-04-28,64,False
2019-05-05,58,False
2019-05-12,48,False
2019-05-19,55,False
2019-05-26,37,False
2019-06-02,45,False
2019-06-09,54,False
2019-06-16,48,False
2019-06-23,57,False
2019-06-30,56,False
2019-07-07,41,False
2019-07-14,67,False
2019-07-21,48,False
2019-07-28,59,False
2019-08-04,52,False
2019-08-11,76,False
2019-08-18,76,False
2019-08-25,62,False
2019-09-01,46,False
2019-09-08,51,False
2019-09-15,40,False
2019-09-22,32,False
2019-09-29,49,False
2019-10-06,48,False
2019-10-13,48,False
2019-10-20,51,False
2019-10-27,53,False
2019-11-03,52,False
2019-11-10,45,False
2019-11-17,50,False
2019-11-24,54,False
2019-12-01,46,False
2019-12-08,56,False
2019-12-15,62,False
2019-12-22,80,False
2019-12-29,84,False
2020-01-05,75,False
2020-01-12,50,False
2020-01-19,100,False
2020-01-26,56,False
2020-02-02,48,False
2020-02-09,57,False
2020-02-16,40,False
2020-02-23,44,False
2020-03-01,43,False
2020-03-08,50,False
2020-03-15,85,False
2020-03-22,46,False
2020-03-29,68,False
2020-04-05,51,False
2020-04-12,82,False
2020-04-19,46,False
2020-04-26,66,True
