date,bomboniere solidali,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,40,False
2018-01-28,39,False
2018-02-04,40,False
2018-02-11,59,False
2018-02-18,0,False
2018-02-25,38,False
2018-03-04,78,False
2018-03-11,39,False
2018-03-18,0,False
2018-03-25,83,False
2018-04-01,87,False
2018-04-08,40,False
2018-04-15,41,False
2018-04-22,64,False
2018-04-29,40,False
2018-05-06,0,False
2018-05-13,41,False
2018-05-20,0,False
2018-05-27,41,False
2018-06-03,41,False
2018-06-10,0,False
2018-06-17,40,False
2018-06-24,0,False
2018-07-01,40,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,43,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,45,False
2018-08-26,61,False
2018-09-02,0,False
2018-09-09,40,False
2018-09-16,40,False
2018-09-23,39,False
2018-09-30,40,False
2018-10-07,41,False
2018-10-14,41,False
2018-10-21,41,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,41,False
2018-12-09,41,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,42,False
2019-01-13,0,False
2019-01-20,39,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,40,False
2019-02-17,80,False
2019-02-24,40,False
2019-03-03,83,False
2019-03-10,82,False
2019-03-17,40,False
2019-03-24,81,False
2019-03-31,40,False
2019-04-07,100,False
2019-04-14,0,False
2019-04-21,46,False
2019-04-28,0,False
2019-05-05,40,False
2019-05-12,38,False
2019-05-19,0,False
2019-05-26,37,False
2019-06-02,40,False
2019-06-09,40,False
2019-06-16,40,False
2019-06-23,42,False
2019-06-30,41,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,70,False
2019-09-08,0,False
2019-09-15,36,False
2019-09-22,36,False
2019-09-29,37,False
2019-10-06,0,False
2019-10-13,76,False
2019-10-20,0,False
2019-10-27,37,False
2019-11-03,36,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,35,False
2019-12-01,37,False
2019-12-08,37,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,42,False
2020-01-05,36,False
2020-01-12,33,False
2020-01-19,34,False
2020-01-26,34,False
2020-02-02,67,False
2020-02-09,52,False
2020-02-16,34,False
2020-02-23,31,False
2020-03-01,95,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,29,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,32,False
2020-04-19,0,False
2020-04-26,51,True
