date,Wasser Heizung,isPartial
2018-01-07,0,False
2018-01-14,46,False
2018-01-21,46,False
2018-01-28,47,False
2018-02-04,49,False
2018-02-11,47,False
2018-02-18,46,False
2018-02-25,46,False
2018-03-04,46,False
2018-03-11,46,False
2018-03-18,47,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,49,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,52,False
2018-05-13,51,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,47,False
2018-06-24,48,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,99,False
2018-07-29,48,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,48,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,47,False
2018-09-23,48,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,69,False
2018-10-28,45,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,44,False
2018-11-25,45,False
2018-12-02,0,False
2018-12-09,45,False
2018-12-16,46,False
2018-12-23,48,False
2018-12-30,46,False
2019-01-06,63,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,42,False
2019-02-03,0,False
2019-02-10,45,False
2019-02-17,44,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,64,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,45,False
2019-04-07,87,False
2019-04-14,0,False
2019-04-21,47,False
2019-04-28,0,False
2019-05-05,64,False
2019-05-12,0,False
2019-05-19,44,False
2019-05-26,0,False
2019-06-02,89,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,97,False
2019-07-28,0,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,42,False
2019-09-29,41,False
2019-10-06,43,False
2019-10-13,81,False
2019-10-20,41,False
2019-10-27,40,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,82,False
2020-01-05,75,False
2020-01-12,36,False
2020-01-19,37,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,38,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,35,False
2020-03-15,68,False
2020-03-22,32,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,34,False
2020-04-26,33,False
2020-05-03,0,False
2020-05-10,69,False
