date,torta mascarpone,isPartial
2018-01-07,29,False
2018-01-14,28,False
2018-01-21,19,False
2018-01-28,48,False
2018-02-04,36,False
2018-02-11,18,False
2018-02-18,36,False
2018-02-25,45,False
2018-03-04,56,False
2018-03-11,19,False
2018-03-18,56,False
2018-03-25,20,False
2018-04-01,31,False
2018-04-08,20,False
2018-04-15,39,False
2018-04-22,20,False
2018-04-29,51,False
2018-05-06,39,False
2018-05-13,19,False
2018-05-20,39,False
2018-05-27,41,False
2018-06-03,20,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,18,False
2018-07-01,20,False
2018-07-08,0,False
2018-07-15,38,False
2018-07-22,44,False
2018-07-29,34,False
2018-08-05,0,False
2018-08-12,14,False
2018-08-19,0,False
2018-08-26,16,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,40,False
2018-09-30,19,False
2018-10-07,21,False
2018-10-14,0,False
2018-10-21,20,False
2018-10-28,19,False
2018-11-04,39,False
2018-11-11,41,False
2018-11-18,40,False
2018-11-25,69,False
2018-12-02,42,False
2018-12-09,41,False
2018-12-16,0,False
2018-12-23,43,False
2018-12-30,30,False
2019-01-06,40,False
2019-01-13,60,False
2019-01-20,46,False
2019-01-27,28,False
2019-02-03,56,False
2019-02-10,38,False
2019-02-17,29,False
2019-02-24,19,False
2019-03-03,41,False
2019-03-10,38,False
2019-03-17,40,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,30,False
2019-04-14,42,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,19,False
2019-06-02,20,False
2019-06-09,42,False
2019-06-16,60,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,29,False
2019-07-28,18,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,16,False
2019-08-25,31,False
2019-09-01,35,False
2019-09-08,20,False
2019-09-15,30,False
2019-09-22,0,False
2019-09-29,20,False
2019-10-06,20,False
2019-10-13,42,False
2019-10-20,40,False
2019-10-27,80,False
2019-11-03,19,False
2019-11-10,80,False
2019-11-17,0,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,20,False
2019-12-15,0,False
2019-12-22,41,False
2019-12-29,40,False
2020-01-05,38,False
2020-01-12,27,False
2020-01-19,18,False
2020-01-26,45,False
2020-02-02,36,False
2020-02-09,28,False
2020-02-16,37,False
2020-02-23,34,False
2020-03-01,34,False
2020-03-08,46,False
2020-03-15,59,False
2020-03-22,27,False
2020-03-29,100,False
2020-04-05,61,False
2020-04-12,78,False
2020-04-19,72,False
2020-04-26,51,True
