date,torta mascarpone,isPartial
2018-01-07,24,False
2018-01-14,49,False
2018-01-21,49,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,23,False
2018-02-25,57,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,36,False
2018-03-25,24,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,0,False
2018-04-29,36,False
2018-05-06,24,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,24,False
2018-07-22,36,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,26,False
2018-08-19,24,False
2018-08-26,23,False
2018-09-02,23,False
2018-09-09,49,False
2018-09-16,35,False
2018-09-23,0,False
2018-09-30,24,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,36,False
2018-10-28,35,False
2018-11-04,47,False
2018-11-11,36,False
2018-11-18,47,False
2018-11-25,24,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,35,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,63,False
2019-02-24,21,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,0,False
2019-03-31,21,False
2019-04-07,0,False
2019-04-14,22,False
2019-04-21,33,False
2019-04-28,61,False
2019-05-05,0,False
2019-05-12,31,False
2019-05-19,60,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,21,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,22,False
2019-09-01,60,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,19,False
2019-09-29,0,False
2019-10-06,20,False
2019-10-13,29,False
2019-10-20,49,False
2019-10-27,29,False
2019-11-03,37,False
2019-11-10,19,False
2019-11-17,0,False
2019-11-24,28,False
2019-12-01,19,False
2019-12-08,40,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,21,False
2020-01-12,56,False
2020-01-19,38,False
2020-01-26,73,False
2020-02-02,18,False
2020-02-09,19,False
2020-02-16,28,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,33,False
2020-03-15,17,False
2020-03-22,100,False
2020-03-29,41,False
2020-04-05,42,False
2020-04-12,17,False
2020-04-19,32,False
2020-04-26,28,True
