date,torta mascarpone,isPartial
2018-01-07,28,False
2018-01-14,14,False
2018-01-21,14,False
2018-01-28,40,False
2018-02-04,40,False
2018-02-11,53,False
2018-02-18,26,False
2018-02-25,32,False
2018-03-04,20,False
2018-03-11,13,False
2018-03-18,27,False
2018-03-25,35,False
2018-04-01,29,False
2018-04-08,0,False
2018-04-15,14,False
2018-04-22,43,False
2018-04-29,33,False
2018-05-06,33,False
2018-05-13,27,False
2018-05-20,20,False
2018-05-27,14,False
2018-06-03,14,False
2018-06-10,13,False
2018-06-17,0,False
2018-06-24,27,False
2018-07-01,0,False
2018-07-08,39,False
2018-07-15,20,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,14,False
2018-08-12,14,False
2018-08-19,14,False
2018-08-26,13,False
2018-09-02,20,False
2018-09-09,26,False
2018-09-16,13,False
2018-09-23,13,False
2018-09-30,40,False
2018-10-07,14,False
2018-10-14,20,False
2018-10-21,14,False
2018-10-28,33,False
2018-11-04,20,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,48,False
2018-12-02,42,False
2018-12-09,21,False
2018-12-16,44,False
2018-12-23,34,False
2018-12-30,62,False
2019-01-06,36,False
2019-01-13,34,False
2019-01-20,13,False
2019-01-27,38,False
2019-02-03,20,False
2019-02-10,34,False
2019-02-17,41,False
2019-02-24,28,False
2019-03-03,42,False
2019-03-10,20,False
2019-03-17,28,False
2019-03-24,14,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,19,False
2019-05-19,26,False
2019-05-26,37,False
2019-06-02,20,False
2019-06-09,26,False
2019-06-16,14,False
2019-06-23,28,False
2019-06-30,40,False
2019-07-07,13,False
2019-07-14,40,False
2019-07-21,14,False
2019-07-28,14,False
2019-08-04,0,False
2019-08-11,37,False
2019-08-18,14,False
2019-08-25,19,False
2019-09-01,12,False
2019-09-08,25,False
2019-09-15,19,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,63,False
2019-10-13,19,False
2019-10-20,49,False
2019-10-27,48,False
2019-11-03,30,False
2019-11-10,37,False
2019-11-17,24,False
2019-11-24,30,False
2019-12-01,19,False
2019-12-08,13,False
2019-12-15,45,False
2019-12-22,53,False
2019-12-29,42,False
2020-01-05,0,False
2020-01-12,47,False
2020-01-19,31,False
2020-01-26,17,False
2020-02-02,64,False
2020-02-09,30,False
2020-02-16,48,False
2020-02-23,44,False
2020-03-01,50,False
2020-03-08,21,False
2020-03-15,64,False
2020-03-22,49,False
2020-03-29,56,False
2020-04-05,100,False
2020-04-12,58,False
2020-04-19,100,False
2020-04-26,52,True
