date,torta mascarpone,isPartial
2018-01-07,23,False
2018-01-14,30,False
2018-01-21,35,False
2018-01-28,22,False
2018-02-04,16,False
2018-02-11,26,False
2018-02-18,27,False
2018-02-25,32,False
2018-03-04,15,False
2018-03-11,25,False
2018-03-18,27,False
2018-03-25,13,False
2018-04-01,12,False
2018-04-08,11,False
2018-04-15,23,False
2018-04-22,14,False
2018-04-29,10,False
2018-05-06,16,False
2018-05-13,18,False
2018-05-20,14,False
2018-05-27,10,False
2018-06-03,19,False
2018-06-10,11,False
2018-06-17,7,False
2018-06-24,7,False
2018-07-01,13,False
2018-07-08,6,False
2018-07-15,16,False
2018-07-22,9,False
2018-07-29,10,False
2018-08-05,21,False
2018-08-12,10,False
2018-08-19,11,False
2018-08-26,12,False
2018-09-02,18,False
2018-09-09,19,False
2018-09-16,20,False
2018-09-23,27,False
2018-09-30,32,False
2018-10-07,18,False
2018-10-14,20,False
2018-10-21,26,False
2018-10-28,40,False
2018-11-04,25,False
2018-11-11,25,False
2018-11-18,21,False
2018-11-25,30,False
2018-12-02,24,False
2018-12-09,18,False
2018-12-16,27,False
2018-12-23,37,False
2018-12-30,43,False
2019-01-06,24,False
2019-01-13,36,False
2019-01-20,39,False
2019-01-27,37,False
2019-02-03,26,False
2019-02-10,23,False
2019-02-17,29,False
2019-02-24,17,False
2019-03-03,17,False
2019-03-10,17,False
2019-03-17,30,False
2019-03-24,13,False
2019-03-31,21,False
2019-04-07,25,False
2019-04-14,29,False
2019-04-21,24,False
2019-04-28,26,False
2019-05-05,21,False
2019-05-12,15,False
2019-05-19,26,False
2019-05-26,24,False
2019-06-02,10,False
2019-06-09,10,False
2019-06-16,13,False
2019-06-23,25,False
2019-06-30,13,False
2019-07-07,9,False
2019-07-14,15,False
2019-07-21,8,False
2019-07-28,16,False
2019-08-04,15,False
2019-08-11,10,False
2019-08-18,23,False
2019-08-25,8,False
2019-09-01,19,False
2019-09-08,15,False
2019-09-15,14,False
2019-09-22,25,False
2019-09-29,10,False
2019-10-06,24,False
2019-10-13,18,False
2019-10-20,21,False
2019-10-27,22,False
2019-11-03,27,False
2019-11-10,31,False
2019-11-17,30,False
2019-11-24,25,False
2019-12-01,30,False
2019-12-08,38,False
2019-12-15,25,False
2019-12-22,27,False
2019-12-29,32,False
2020-01-05,27,False
2020-01-12,21,False
2020-01-19,29,False
2020-01-26,22,False
2020-02-02,28,False
2020-02-09,30,False
2020-02-16,39,False
2020-02-23,25,False
2020-03-01,29,False
2020-03-08,35,False
2020-03-15,49,False
2020-03-22,85,False
2020-03-29,94,False
2020-04-05,89,False
2020-04-12,80,False
2020-04-19,100,False
2020-04-26,93,True
