date,torta mascarpone,isPartial
2018-01-07,0,False
2018-01-14,32,False
2018-01-21,32,False
2018-01-28,31,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,32,False
2018-03-11,31,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,49,False
2018-05-06,0,False
2018-05-13,64,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,47,False
2018-08-19,32,False
2018-08-26,29,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,34,False
2018-10-14,33,False
2018-10-21,98,False
2018-10-28,65,False
2018-11-04,32,False
2018-11-11,65,False
2018-11-18,31,False
2018-11-25,63,False
2018-12-02,67,False
2018-12-09,47,False
2018-12-16,63,False
2018-12-23,36,False
2018-12-30,100,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,58,False
2019-01-27,57,False
2019-02-03,29,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,58,False
2019-03-03,60,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,29,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,30,False
2019-04-28,29,False
2019-05-05,28,False
2019-05-12,42,False
2019-05-19,28,False
2019-05-26,80,False
2019-06-02,30,False
2019-06-09,45,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,28,False
2019-07-14,59,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,60,False
2019-08-18,27,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,28,False
2019-09-22,41,False
2019-09-29,27,False
2019-10-06,28,False
2019-10-13,70,False
2019-10-20,81,False
2019-10-27,27,False
2019-11-03,0,False
2019-11-10,41,False
2019-11-17,27,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,43,False
2019-12-22,97,False
2019-12-29,31,False
2020-01-05,27,False
2020-01-12,50,False
2020-01-19,51,False
2020-01-26,26,False
2020-02-02,50,False
2020-02-09,26,False
2020-02-16,26,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,46,False
2020-03-15,45,False
2020-03-22,21,False
2020-03-29,97,False
2020-04-05,46,False
2020-04-12,34,False
2020-04-19,96,False
2020-04-26,74,True
