date,torta mascarpone,isPartial
2018-01-07,57,False
2018-01-14,28,False
2018-01-21,58,False
2018-01-28,0,False
2018-02-04,29,False
2018-02-11,30,False
2018-02-18,0,False
2018-02-25,79,False
2018-03-04,58,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,30,False
2018-04-01,59,False
2018-04-08,30,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,61,False
2018-05-20,30,False
2018-05-27,30,False
2018-06-03,28,False
2018-06-10,27,False
2018-06-17,29,False
2018-06-24,0,False
2018-07-01,29,False
2018-07-08,0,False
2018-07-15,88,False
2018-07-22,0,False
2018-07-29,29,False
2018-08-05,27,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,29,False
2018-09-09,60,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,57,False
2018-10-07,30,False
2018-10-14,32,False
2018-10-21,47,False
2018-10-28,46,False
2018-11-04,61,False
2018-11-11,32,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,32,False
2018-12-09,32,False
2018-12-16,33,False
2018-12-23,36,False
2018-12-30,30,False
2019-01-06,30,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,29,False
2019-02-17,60,False
2019-02-24,60,False
2019-03-03,63,False
2019-03-10,31,False
2019-03-17,64,False
2019-03-24,64,False
2019-03-31,79,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,33,False
2019-04-28,31,False
2019-05-05,46,False
2019-05-12,0,False
2019-05-19,46,False
2019-05-26,28,False
2019-06-02,32,False
2019-06-09,32,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,60,False
2019-07-28,44,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,25,False
2019-08-25,99,False
2019-09-01,54,False
2019-09-08,0,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,55,False
2019-10-27,27,False
2019-11-03,63,False
2019-11-10,26,False
2019-11-17,53,False
2019-11-24,52,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,25,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,25,False
2020-02-16,100,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,55,False
2020-03-22,52,False
2020-03-29,43,False
2020-04-05,58,False
2020-04-12,92,False
2020-04-19,86,False
2020-04-26,39,True
