date,marketing,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,42,False
2018-01-28,21,False
2018-02-04,20,False
2018-02-11,32,False
2018-02-18,33,False
2018-02-25,43,False
2018-03-04,54,False
2018-03-11,22,False
2018-03-18,32,False
2018-03-25,34,False
2018-04-01,44,False
2018-04-08,21,False
2018-04-15,65,False
2018-04-22,21,False
2018-04-29,21,False
2018-05-06,0,False
2018-05-13,32,False
2018-05-20,32,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,22,False
2018-06-17,22,False
2018-06-24,22,False
2018-07-01,44,False
2018-07-08,0,False
2018-07-15,44,False
2018-07-22,23,False
2018-07-29,22,False
2018-08-05,23,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,22,False
2018-09-02,42,False
2018-09-09,22,False
2018-09-16,0,False
2018-09-23,21,False
2018-09-30,76,False
2018-10-07,55,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,52,False
2018-11-11,84,False
2018-11-18,21,False
2018-11-25,42,False
2018-12-02,55,False
2018-12-09,66,False
2018-12-16,44,False
2018-12-23,37,False
2018-12-30,0,False
2019-01-06,42,False
2019-01-13,31,False
2019-01-20,49,False
2019-01-27,30,False
2019-02-03,63,False
2019-02-10,32,False
2019-02-17,42,False
2019-02-24,32,False
2019-03-03,21,False
2019-03-10,42,False
2019-03-17,21,False
2019-03-24,21,False
2019-03-31,20,False
2019-04-07,32,False
2019-04-14,41,False
2019-04-21,21,False
2019-04-28,31,False
2019-05-05,21,False
2019-05-12,41,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,21,False
2019-06-09,23,False
2019-06-16,64,False
2019-06-23,0,False
2019-06-30,22,False
2019-07-07,44,False
2019-07-14,0,False
2019-07-21,33,False
2019-07-28,34,False
2019-08-04,22,False
2019-08-11,44,False
2019-08-18,22,False
2019-08-25,41,False
2019-09-01,21,False
2019-09-08,42,False
2019-09-15,100,False
2019-09-22,22,False
2019-09-29,41,False
2019-10-06,50,False
2019-10-13,29,False
2019-10-20,38,False
2019-10-27,19,False
2019-11-03,64,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,39,False
2019-12-08,40,False
2019-12-15,29,False
2019-12-22,51,False
2019-12-29,0,False
2020-01-05,38,False
2020-01-12,43,False
2020-01-19,35,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,18,False
2020-02-16,27,False
2020-02-23,26,False
2020-03-01,17,False
2020-03-08,24,False
2020-03-15,30,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,14,False
2020-04-12,33,True
