date,marketing,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,35,False
2018-01-28,45,False
2018-02-04,33,False
2018-02-11,35,False
2018-02-18,70,False
2018-02-25,46,False
2018-03-04,69,False
2018-03-11,45,False
2018-03-18,45,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,45,False
2018-04-15,59,False
2018-04-22,56,False
2018-04-29,57,False
2018-05-06,11,False
2018-05-13,34,False
2018-05-20,35,False
2018-05-27,34,False
2018-06-03,44,False
2018-06-10,21,False
2018-06-17,12,False
2018-06-24,82,False
2018-07-01,22,False
2018-07-08,46,False
2018-07-15,11,False
2018-07-22,23,False
2018-07-29,35,False
2018-08-05,11,False
2018-08-12,11,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,55,False
2018-09-09,81,False
2018-09-16,81,False
2018-09-23,34,False
2018-09-30,69,False
2018-10-07,82,False
2018-10-14,80,False
2018-10-21,46,False
2018-10-28,23,False
2018-11-04,22,False
2018-11-11,92,False
2018-11-18,100,False
2018-11-25,34,False
2018-12-02,24,False
2018-12-09,70,False
2018-12-16,22,False
2018-12-23,13,False
2018-12-30,50,False
2019-01-06,68,False
2019-01-13,33,False
2019-01-20,41,False
2019-01-27,43,False
2019-02-03,34,False
2019-02-10,80,False
2019-02-17,57,False
2019-02-24,46,False
2019-03-03,23,False
2019-03-10,57,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,55,False
2019-04-07,23,False
2019-04-14,46,False
2019-04-21,55,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,44,False
2019-05-19,55,False
2019-05-26,65,False
2019-06-02,52,False
2019-06-09,54,False
2019-06-16,34,False
2019-06-23,33,False
2019-06-30,34,False
2019-07-07,68,False
2019-07-14,11,False
2019-07-21,54,False
2019-07-28,79,False
2019-08-04,21,False
2019-08-11,32,False
2019-08-18,41,False
2019-08-25,30,False
2019-09-01,32,False
2019-09-08,33,False
2019-09-15,63,False
2019-09-22,85,False
2019-09-29,10,False
2019-10-06,93,False
2019-10-13,61,False
2019-10-20,41,False
2019-10-27,41,False
2019-11-03,59,False
2019-11-10,59,False
2019-11-17,79,False
2019-11-24,20,False
2019-12-01,62,False
2019-12-08,32,False
2019-12-15,50,False
2019-12-22,53,False
2019-12-29,11,False
2020-01-05,62,False
2020-01-12,37,False
2020-01-19,39,False
2020-01-26,0,False
2020-02-02,29,False
2020-02-09,88,False
2020-02-16,39,False
2020-02-23,19,False
2020-03-01,36,False
2020-03-08,26,False
2020-03-15,51,False
2020-03-22,32,False
2020-03-29,32,False
2020-04-05,42,False
2020-04-12,42,True
