date,Pose store,isPartial
2018-01-07,37,False
2018-01-14,28,False
2018-01-21,27,False
2018-01-28,41,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,29,False
2018-02-25,49,False
2018-03-04,28,False
2018-03-11,29,False
2018-03-18,43,False
2018-03-25,58,False
2018-04-01,29,False
2018-04-08,38,False
2018-04-15,41,False
2018-04-22,30,False
2018-04-29,49,False
2018-05-06,46,False
2018-05-13,28,False
2018-05-20,29,False
2018-05-27,56,False
2018-06-03,27,False
2018-06-10,27,False
2018-06-17,46,False
2018-06-24,37,False
2018-07-01,27,False
2018-07-08,39,False
2018-07-15,31,False
2018-07-22,80,False
2018-07-29,66,False
2018-08-05,70,False
2018-08-12,37,False
2018-08-19,44,False
2018-08-26,50,False
2018-09-02,28,False
2018-09-09,28,False
2018-09-16,82,False
2018-09-23,42,False
2018-09-30,37,False
2018-10-07,46,False
2018-10-14,26,False
2018-10-21,27,False
2018-10-28,30,False
2018-11-04,27,False
2018-11-11,40,False
2018-11-18,27,False
2018-11-25,28,False
2018-12-02,27,False
2018-12-09,28,False
2018-12-16,43,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,56,False
2019-01-20,27,False
2019-01-27,41,False
2019-02-03,26,False
2019-02-10,55,False
2019-02-17,28,False
2019-02-24,48,False
2019-03-03,27,False
2019-03-10,56,False
2019-03-17,28,False
2019-03-24,29,False
2019-03-31,58,False
2019-04-07,58,False
2019-04-14,50,False
2019-04-21,63,False
2019-04-28,31,False
2019-05-05,61,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,50,False
2019-06-02,45,False
2019-06-09,73,False
2019-06-16,49,False
2019-06-23,44,False
2019-06-30,73,False
2019-07-07,40,False
2019-07-14,32,False
2019-07-21,45,False
2019-07-28,36,False
2019-08-04,37,False
2019-08-11,77,False
2019-08-18,37,False
2019-08-25,32,False
2019-09-01,29,False
2019-09-08,57,False
2019-09-15,0,False
2019-09-22,55,False
2019-09-29,0,False
2019-10-06,85,False
2019-10-13,38,False
2019-10-20,0,False
2019-10-27,30,False
2019-11-03,41,False
2019-11-10,84,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,26,False
2019-12-08,54,False
2019-12-15,55,False
2019-12-22,34,False
2019-12-29,52,False
2020-01-05,27,False
2020-01-12,27,False
2020-01-19,0,False
2020-01-26,40,False
2020-02-02,27,False
2020-02-09,27,False
2020-02-16,56,False
2020-02-23,39,False
2020-03-01,26,False
2020-03-08,26,False
2020-03-15,28,False
2020-03-22,28,False
2020-03-29,28,False
2020-04-05,82,False
2020-04-12,42,False
2020-04-19,67,False
2020-04-26,26,False
2020-05-03,26,False
2020-05-10,26,False
2020-05-17,65,False
2020-05-24,79,False
2020-05-31,38,False
2020-06-07,43,False
2020-06-14,88,False
2020-06-21,100,True
