date,feste private,isPartial
2018-01-07,31,False
2018-01-14,41,False
2018-01-21,20,False
2018-01-28,40,False
2018-02-04,30,False
2018-02-11,61,False
2018-02-18,20,False
2018-02-25,58,False
2018-03-04,28,False
2018-03-11,67,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,21,False
2018-04-29,20,False
2018-05-06,59,False
2018-05-13,19,False
2018-05-20,39,False
2018-05-27,58,False
2018-06-03,20,False
2018-06-10,58,False
2018-06-17,40,False
2018-06-24,20,False
2018-07-01,60,False
2018-07-08,100,False
2018-07-15,20,False
2018-07-22,42,False
2018-07-29,44,False
2018-08-05,23,False
2018-08-12,80,False
2018-08-19,26,False
2018-08-26,32,False
2018-09-02,19,False
2018-09-09,57,False
2018-09-16,37,False
2018-09-23,38,False
2018-09-30,38,False
2018-10-07,29,False
2018-10-14,19,False
2018-10-21,56,False
2018-10-28,66,False
2018-11-04,54,False
2018-11-11,47,False
2018-11-18,64,False
2018-11-25,0,False
2018-12-02,67,False
2018-12-09,28,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,66,False
2019-01-06,29,False
2019-01-13,55,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,55,False
2019-02-10,18,False
2019-02-17,19,False
2019-02-24,57,False
2019-03-03,19,False
2019-03-10,47,False
2019-03-17,19,False
2019-03-24,79,False
2019-03-31,20,False
2019-04-07,48,False
2019-04-14,20,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,19,False
2019-05-12,56,False
2019-05-19,46,False
2019-05-26,18,False
2019-06-02,39,False
2019-06-09,29,False
2019-06-16,19,False
2019-06-23,40,False
2019-06-30,20,False
2019-07-07,40,False
2019-07-14,40,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,23,False
2019-08-11,52,False
2019-08-18,85,False
2019-08-25,43,False
2019-09-01,55,False
2019-09-08,56,False
2019-09-15,45,False
2019-09-22,18,False
2019-09-29,18,False
2019-10-06,45,False
2019-10-13,18,False
2019-10-20,35,False
2019-10-27,35,False
2019-11-03,69,False
2019-11-10,35,False
2019-11-17,26,False
2019-11-24,51,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,43,False
2019-12-29,21,False
2020-01-05,35,False
2020-01-12,16,False
2020-01-19,51,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,17,False
2020-02-16,33,False
2020-02-23,39,False
2020-03-01,39,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,26,True
