date,feste private,isPartial
2018-01-07,0,False
2018-01-14,66,False
2018-01-21,53,False
2018-01-28,32,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,19,False
2018-03-11,39,False
2018-03-18,59,False
2018-03-25,63,False
2018-04-01,43,False
2018-04-08,29,False
2018-04-15,60,False
2018-04-22,32,False
2018-04-29,20,False
2018-05-06,38,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,80,False
2018-06-03,0,False
2018-06-10,77,False
2018-06-17,19,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,100,False
2018-07-15,41,False
2018-07-22,41,False
2018-07-29,32,False
2018-08-05,0,False
2018-08-12,53,False
2018-08-19,0,False
2018-08-26,58,False
2018-09-02,40,False
2018-09-09,29,False
2018-09-16,28,False
2018-09-23,38,False
2018-09-30,38,False
2018-10-07,39,False
2018-10-14,58,False
2018-10-21,39,False
2018-10-28,19,False
2018-11-04,27,False
2018-11-11,95,False
2018-11-18,38,False
2018-11-25,39,False
2018-12-02,18,False
2018-12-09,40,False
2018-12-16,42,False
2018-12-23,26,False
2018-12-30,67,False
2019-01-06,44,False
2019-01-13,21,False
2019-01-20,40,False
2019-01-27,45,False
2019-02-03,42,False
2019-02-10,32,False
2019-02-17,53,False
2019-02-24,0,False
2019-03-03,22,False
2019-03-10,66,False
2019-03-17,56,False
2019-03-24,0,False
2019-03-31,21,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,24,False
2019-04-28,21,False
2019-05-05,29,False
2019-05-12,21,False
2019-05-19,84,False
2019-05-26,20,False
2019-06-02,42,False
2019-06-09,42,False
2019-06-16,22,False
2019-06-23,0,False
2019-06-30,23,False
2019-07-07,42,False
2019-07-14,69,False
2019-07-21,22,False
2019-07-28,24,False
2019-08-04,26,False
2019-08-11,42,False
2019-08-18,53,False
2019-08-25,46,False
2019-09-01,20,False
2019-09-08,32,False
2019-09-15,61,False
2019-09-22,20,False
2019-09-29,41,False
2019-10-06,31,False
2019-10-13,0,False
2019-10-20,41,False
2019-10-27,41,False
2019-11-03,20,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,42,False
2019-12-08,41,False
2019-12-15,42,False
2019-12-22,26,False
2019-12-29,48,False
2020-01-05,31,False
2020-01-12,39,False
2020-01-19,20,False
2020-01-26,0,False
2020-02-02,19,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,0,False
2020-03-01,46,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,35,False
2020-04-26,0,True
