date,Holzbau,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,25,False
2018-01-28,49,False
2018-02-04,24,False
2018-02-11,49,False
2018-02-18,34,False
2018-02-25,35,False
2018-03-04,24,False
2018-03-11,48,False
2018-03-18,50,False
2018-03-25,39,False
2018-04-01,81,False
2018-04-08,83,False
2018-04-15,41,False
2018-04-22,54,False
2018-04-29,40,False
2018-05-06,27,False
2018-05-13,77,False
2018-05-20,26,False
2018-05-27,26,False
2018-06-03,50,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,36,False
2018-07-01,34,False
2018-07-08,23,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,79,False
2018-08-05,32,False
2018-08-12,34,False
2018-08-19,55,False
2018-08-26,45,False
2018-09-02,24,False
2018-09-09,62,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,52,False
2018-10-07,52,False
2018-10-14,54,False
2018-10-21,27,False
2018-10-28,100,False
2018-11-04,38,False
2018-11-11,26,False
2018-11-18,37,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,38,False
2018-12-16,52,False
2018-12-23,27,False
2018-12-30,36,False
2019-01-06,47,False
2019-01-13,24,False
2019-01-20,70,False
2019-01-27,35,False
2019-02-03,23,False
2019-02-10,49,False
2019-02-17,23,False
2019-02-24,0,False
2019-03-03,24,False
2019-03-10,73,False
2019-03-17,49,False
2019-03-24,63,False
2019-03-31,0,False
2019-04-07,61,False
2019-04-14,26,False
2019-04-21,62,False
2019-04-28,48,False
2019-05-05,23,False
2019-05-12,46,False
2019-05-19,69,False
2019-05-26,22,False
2019-06-02,23,False
2019-06-09,23,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,22,False
2019-07-07,52,False
2019-07-14,85,False
2019-07-21,21,False
2019-07-28,40,False
2019-08-04,21,False
2019-08-11,20,False
2019-08-18,0,False
2019-08-25,75,False
2019-09-01,54,False
2019-09-08,23,False
2019-09-15,46,False
2019-09-22,34,False
2019-09-29,22,False
2019-10-06,46,False
2019-10-13,69,False
2019-10-20,46,False
2019-10-27,22,False
2019-11-03,33,False
2019-11-10,32,False
2019-11-17,76,False
2019-11-24,44,False
2019-12-01,34,False
2019-12-08,45,False
2019-12-15,22,False
2019-12-22,23,False
2019-12-29,0,False
2020-01-05,61,False
2020-01-12,59,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,48,False
2020-02-09,41,False
2020-02-16,29,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,28,False
2020-03-15,46,False
2020-03-22,85,False
2020-03-29,35,False
2020-04-05,20,False
2020-04-12,38,False
2020-04-19,36,False
2020-04-26,18,False
2020-05-03,48,False
2020-05-10,38,False
2020-05-17,20,False
2020-05-24,58,False
2020-05-31,28,False
2020-06-07,19,False
2020-06-14,53,False
2020-06-21,37,False
2020-06-28,27,False
2020-07-05,28,False
