date,Holzbau,isPartial
2018-01-07,39,False
2018-01-14,57,False
2018-01-21,67,False
2018-01-28,43,False
2018-02-04,48,False
2018-02-11,28,False
2018-02-18,55,False
2018-02-25,42,False
2018-03-04,44,False
2018-03-11,29,False
2018-03-18,28,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,48,False
2018-04-15,45,False
2018-04-22,56,False
2018-04-29,46,False
2018-05-06,65,False
2018-05-13,59,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,58,False
2018-06-10,55,False
2018-06-17,57,False
2018-06-24,30,False
2018-07-01,29,False
2018-07-08,30,False
2018-07-15,81,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,61,False
2018-08-12,0,False
2018-08-19,60,False
2018-08-26,45,False
2018-09-02,60,False
2018-09-09,0,False
2018-09-16,59,False
2018-09-23,30,False
2018-09-30,65,False
2018-10-07,78,False
2018-10-14,87,False
2018-10-21,0,False
2018-10-28,38,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,47,False
2018-12-02,56,False
2018-12-09,42,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,54,False
2019-01-20,54,False
2019-01-27,40,False
2019-02-03,27,False
2019-02-10,0,False
2019-02-17,69,False
2019-02-24,42,False
2019-03-03,38,False
2019-03-10,76,False
2019-03-17,28,False
2019-03-24,67,False
2019-03-31,86,False
2019-04-07,47,False
2019-04-14,62,False
2019-04-21,62,False
2019-04-28,57,False
2019-05-05,46,False
2019-05-12,74,False
2019-05-19,70,False
2019-05-26,45,False
2019-06-02,59,False
2019-06-09,46,False
2019-06-16,93,False
2019-06-23,63,False
2019-06-30,95,False
2019-07-07,44,False
2019-07-14,100,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,48,False
2019-08-11,45,False
2019-08-18,63,False
2019-08-25,52,False
2019-09-01,60,False
2019-09-08,31,False
2019-09-15,62,False
2019-09-22,42,False
2019-09-29,28,False
2019-10-06,30,False
2019-10-13,57,False
2019-10-20,61,False
2019-10-27,44,False
2019-11-03,28,False
2019-11-10,29,False
2019-11-17,65,False
2019-11-24,27,False
2019-12-01,29,False
2019-12-08,30,False
2019-12-15,30,False
2019-12-22,41,False
2019-12-29,70,False
2020-01-05,27,False
2020-01-12,54,False
2020-01-19,52,False
2020-01-26,65,False
2020-02-02,36,False
2020-02-09,59,False
2020-02-16,35,False
2020-02-23,34,False
2020-03-01,99,False
2020-03-08,23,False
2020-03-15,57,False
2020-03-22,22,False
2020-03-29,53,False
2020-04-05,34,False
2020-04-12,30,False
2020-04-19,65,False
2020-04-26,43,False
2020-05-03,28,False
2020-05-10,65,False
