date,Holzbau,isPartial
2018-01-07,41,False
2018-01-14,0,False
2018-01-21,41,False
2018-01-28,41,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,42,False
2018-02-25,41,False
2018-03-04,70,False
2018-03-11,42,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,67,False
2018-04-08,43,False
2018-04-15,46,False
2018-04-22,43,False
2018-04-29,0,False
2018-05-06,88,False
2018-05-13,43,False
2018-05-20,43,False
2018-05-27,0,False
2018-06-03,42,False
2018-06-10,41,False
2018-06-17,0,False
2018-06-24,88,False
2018-07-01,44,False
2018-07-08,86,False
2018-07-15,45,False
2018-07-22,67,False
2018-07-29,0,False
2018-08-05,42,False
2018-08-12,43,False
2018-08-19,42,False
2018-08-26,43,False
2018-09-02,44,False
2018-09-09,0,False
2018-09-16,43,False
2018-09-23,44,False
2018-09-30,45,False
2018-10-07,0,False
2018-10-14,43,False
2018-10-21,85,False
2018-10-28,42,False
2018-11-04,40,False
2018-11-11,41,False
2018-11-18,40,False
2018-11-25,0,False
2018-12-02,61,False
2018-12-09,0,False
2018-12-16,42,False
2018-12-23,45,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,39,False
2019-01-27,38,False
2019-02-03,39,False
2019-02-10,100,False
2019-02-17,40,False
2019-02-24,0,False
2019-03-03,39,False
2019-03-10,78,False
2019-03-17,0,False
2019-03-24,41,False
2019-03-31,0,False
2019-04-07,40,False
2019-04-14,42,False
2019-04-21,41,False
2019-04-28,0,False
2019-05-05,63,False
2019-05-12,41,False
2019-05-19,40,False
2019-05-26,61,False
2019-06-02,60,False
2019-06-09,60,False
2019-06-16,84,False
2019-06-23,41,False
2019-06-30,41,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,44,False
2019-07-28,0,False
2019-08-04,41,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,39,False
2019-09-01,0,False
2019-09-08,40,False
2019-09-15,41,False
2019-09-22,39,False
2019-09-29,0,False
2019-10-06,78,False
2019-10-13,0,False
2019-10-20,38,False
2019-10-27,37,False
2019-11-03,36,False
2019-11-10,37,False
2019-11-17,0,False
2019-11-24,72,False
2019-12-01,37,False
2019-12-08,36,False
2019-12-15,73,False
2019-12-22,40,False
2019-12-29,38,False
2020-01-05,69,False
2020-01-12,0,False
2020-01-19,53,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,68,False
2020-02-16,36,False
2020-02-23,34,False
2020-03-01,33,False
2020-03-08,32,False
2020-03-15,31,False
2020-03-22,30,False
2020-03-29,30,False
2020-04-05,33,False
2020-04-12,32,False
2020-04-19,47,False
2020-04-26,58,False
2020-05-03,76,False
2020-05-10,0,False
