date,Holzbau,isPartial
2018-01-07,36,False
2018-01-14,36,False
2018-01-21,54,False
2018-01-28,36,False
2018-02-04,38,False
2018-02-11,90,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,53,False
2018-03-11,36,False
2018-03-18,72,False
2018-03-25,57,False
2018-04-01,38,False
2018-04-08,51,False
2018-04-15,39,False
2018-04-22,56,False
2018-04-29,78,False
2018-05-06,80,False
2018-05-13,39,False
2018-05-20,0,False
2018-05-27,36,False
2018-06-03,38,False
2018-06-10,54,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,38,False
2018-07-08,38,False
2018-07-15,39,False
2018-07-22,38,False
2018-07-29,37,False
2018-08-05,35,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,37,False
2018-09-02,37,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,38,False
2018-10-07,38,False
2018-10-14,36,False
2018-10-21,53,False
2018-10-28,52,False
2018-11-04,34,False
2018-11-11,35,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,35,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,37,False
2018-12-30,35,False
2019-01-06,43,False
2019-01-13,48,False
2019-01-20,97,False
2019-01-27,33,False
2019-02-03,49,False
2019-02-10,35,False
2019-02-17,33,False
2019-02-24,45,False
2019-03-03,66,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,84,False
2019-03-31,0,False
2019-04-07,68,False
2019-04-14,72,False
2019-04-21,73,False
2019-04-28,34,False
2019-05-05,33,False
2019-05-12,69,False
2019-05-19,67,False
2019-05-26,52,False
2019-06-02,67,False
2019-06-09,0,False
2019-06-16,34,False
2019-06-23,34,False
2019-06-30,66,False
2019-07-07,34,False
2019-07-14,36,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,33,False
2019-08-18,34,False
2019-08-25,33,False
2019-09-01,50,False
2019-09-08,100,False
2019-09-15,66,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,50,False
2019-10-13,41,False
2019-10-20,47,False
2019-10-27,61,False
2019-11-03,0,False
2019-11-10,46,False
2019-11-17,45,False
2019-11-24,59,False
2019-12-01,31,False
2019-12-08,61,False
2019-12-15,46,False
2019-12-22,32,False
2019-12-29,31,False
2020-01-05,58,False
2020-01-12,70,False
2020-01-19,28,False
2020-01-26,38,False
2020-02-02,28,False
2020-02-09,44,False
2020-02-16,58,False
2020-02-23,28,False
2020-03-01,28,False
2020-03-08,53,False
2020-03-15,26,False
2020-03-22,25,False
2020-03-29,50,False
2020-04-05,28,False
2020-04-12,36,False
2020-04-19,26,False
2020-04-26,0,False
2020-05-03,52,False
2020-05-10,52,False
