date,Holzbau,isPartial
2018-01-07,28,False
2018-01-14,23,False
2018-01-21,11,False
2018-01-28,35,False
2018-02-04,31,False
2018-02-11,28,False
2018-02-18,38,False
2018-02-25,16,False
2018-03-04,22,False
2018-03-11,28,False
2018-03-18,22,False
2018-03-25,12,False
2018-04-01,35,False
2018-04-08,12,False
2018-04-15,24,False
2018-04-22,41,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,33,False
2018-05-20,41,False
2018-05-27,23,False
2018-06-03,28,False
2018-06-10,22,False
2018-06-17,45,False
2018-06-24,22,False
2018-07-01,17,False
2018-07-08,34,False
2018-07-15,23,False
2018-07-22,35,False
2018-07-29,36,False
2018-08-05,11,False
2018-08-12,12,False
2018-08-19,100,False
2018-08-26,0,False
2018-09-02,22,False
2018-09-09,39,False
2018-09-16,27,False
2018-09-23,38,False
2018-09-30,33,False
2018-10-07,28,False
2018-10-14,11,False
2018-10-21,22,False
2018-10-28,34,False
2018-11-04,32,False
2018-11-11,32,False
2018-11-18,10,False
2018-11-25,11,False
2018-12-02,27,False
2018-12-09,11,False
2018-12-16,22,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,19,False
2019-01-13,20,False
2019-01-20,30,False
2019-01-27,35,False
2019-02-03,27,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,10,False
2019-03-03,20,False
2019-03-10,25,False
2019-03-17,31,False
2019-03-24,10,False
2019-03-31,32,False
2019-04-07,52,False
2019-04-14,23,False
2019-04-21,43,False
2019-04-28,25,False
2019-05-05,15,False
2019-05-12,15,False
2019-05-19,44,False
2019-05-26,29,False
2019-06-02,26,False
2019-06-09,32,False
2019-06-16,21,False
2019-06-23,31,False
2019-06-30,37,False
2019-07-07,30,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,26,False
2019-08-04,21,False
2019-08-11,41,False
2019-08-18,15,False
2019-08-25,19,False
2019-09-01,28,False
2019-09-08,20,False
2019-09-15,30,False
2019-09-22,24,False
2019-09-29,28,False
2019-10-06,19,False
2019-10-13,24,False
2019-10-20,19,False
2019-10-27,28,False
2019-11-03,9,False
2019-11-10,32,False
2019-11-17,19,False
2019-11-24,28,False
2019-12-01,14,False
2019-12-08,33,False
2019-12-15,14,False
2019-12-22,10,False
2019-12-29,9,False
2020-01-05,21,False
2020-01-12,25,False
2020-01-19,9,False
2020-01-26,17,False
2020-02-02,14,False
2020-02-09,35,False
2020-02-16,35,False
2020-02-23,22,False
2020-03-01,13,False
2020-03-08,16,False
2020-03-15,38,False
2020-03-22,11,False
2020-03-29,18,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,35,False
2020-04-26,23,False
2020-05-03,32,False
2020-05-10,43,False
2020-05-17,34,False
2020-05-24,47,False
2020-05-31,43,False
2020-06-07,12,False
2020-06-14,35,False
2020-06-21,59,False
2020-06-28,17,False
2020-07-05,46,False
