date,Blechbearbeitung,isPartial
2018-01-07,31,False
2018-01-14,41,False
2018-01-21,62,False
2018-01-28,42,False
2018-02-04,63,False
2018-02-11,0,False
2018-02-18,21,False
2018-02-25,32,False
2018-03-04,64,False
2018-03-11,63,False
2018-03-18,21,False
2018-03-25,44,False
2018-04-01,34,False
2018-04-08,44,False
2018-04-15,66,False
2018-04-22,0,False
2018-04-29,23,False
2018-05-06,46,False
2018-05-13,22,False
2018-05-20,23,False
2018-05-27,47,False
2018-06-03,33,False
2018-06-10,64,False
2018-06-17,21,False
2018-06-24,65,False
2018-07-01,21,False
2018-07-08,43,False
2018-07-15,54,False
2018-07-22,88,False
2018-07-29,46,False
2018-08-05,58,False
2018-08-12,24,False
2018-08-19,48,False
2018-08-26,70,False
2018-09-02,22,False
2018-09-09,67,False
2018-09-16,43,False
2018-09-23,87,False
2018-09-30,66,False
2018-10-07,43,False
2018-10-14,53,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,51,False
2018-11-11,41,False
2018-11-18,39,False
2018-11-25,41,False
2018-12-02,41,False
2018-12-09,30,False
2018-12-16,21,False
2018-12-23,37,False
2018-12-30,45,False
2019-01-06,0,False
2019-01-13,19,False
2019-01-20,58,False
2019-01-27,77,False
2019-02-03,19,False
2019-02-10,40,False
2019-02-17,20,False
2019-02-24,41,False
2019-03-03,81,False
2019-03-10,48,False
2019-03-17,30,False
2019-03-24,50,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,22,False
2019-04-21,43,False
2019-04-28,31,False
2019-05-05,39,False
2019-05-12,100,False
2019-05-19,39,False
2019-05-26,20,False
2019-06-02,61,False
2019-06-09,0,False
2019-06-16,53,False
2019-06-23,61,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,42,False
2019-07-28,21,False
2019-08-04,22,False
2019-08-11,43,False
2019-08-18,22,False
2019-08-25,22,False
2019-09-01,21,False
2019-09-08,20,False
2019-09-15,31,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,29,False
2019-10-13,19,False
2019-10-20,47,False
2019-10-27,57,False
2019-11-03,74,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,46,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,53,False
2020-01-19,27,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,26,False
2020-02-16,46,False
2020-02-23,53,False
2020-03-01,17,False
2020-03-08,41,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,16,False
2020-04-05,26,False
2020-04-12,17,False
2020-04-19,48,False
2020-04-26,47,False
2020-05-03,40,False
2020-05-10,16,False
