date,Registradores,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,32,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,33,False
2018-03-25,37,False
2018-04-01,36,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,81,False
2018-04-29,66,False
2018-05-06,32,False
2018-05-13,33,False
2018-05-20,100,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,37,False
2018-07-01,37,False
2018-07-08,40,False
2018-07-15,38,False
2018-07-22,58,False
2018-07-29,75,False
2018-08-05,36,False
2018-08-12,38,False
2018-08-19,0,False
2018-08-26,35,False
2018-09-02,0,False
2018-09-09,68,False
2018-09-16,33,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,33,False
2018-10-14,97,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,32,False
2019-03-03,32,False
2019-03-10,32,False
2019-03-17,32,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,31,False
2019-04-14,68,False
2019-04-21,0,False
2019-04-28,62,False
2019-05-05,0,False
2019-05-12,62,False
2019-05-19,30,False
2019-05-26,30,False
2019-06-02,30,False
2019-06-09,0,False
2019-06-16,32,False
2019-06-23,34,False
2019-06-30,52,False
2019-07-07,0,False
2019-07-14,36,False
2019-07-21,35,False
2019-07-28,72,False
2019-08-04,0,False
2019-08-11,36,False
2019-08-18,0,False
2019-08-25,47,False
2019-09-01,61,False
2019-09-08,31,False
2019-09-15,29,False
2019-09-22,0,False
2019-09-29,44,False
2019-10-06,59,False
2019-10-13,83,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,41,False
2019-11-24,27,False
2019-12-01,61,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,39,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,27,False
2020-02-16,26,False
2020-02-23,0,False
2020-03-01,48,False
2020-03-08,47,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,79,True
