date,Registradores,isPartial
2018-01-07,58,False
2018-01-14,46,False
2018-01-21,23,False
2018-01-28,71,False
2018-02-04,33,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,46,False
2018-03-04,46,False
2018-03-11,45,False
2018-03-18,81,False
2018-03-25,0,False
2018-04-01,36,False
2018-04-08,44,False
2018-04-15,71,False
2018-04-22,36,False
2018-04-29,24,False
2018-05-06,57,False
2018-05-13,46,False
2018-05-20,23,False
2018-05-27,45,False
2018-06-03,56,False
2018-06-10,44,False
2018-06-17,25,False
2018-06-24,50,False
2018-07-01,38,False
2018-07-08,25,False
2018-07-15,52,False
2018-07-22,52,False
2018-07-29,26,False
2018-08-05,26,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,48,False
2018-09-16,71,False
2018-09-23,81,False
2018-09-30,59,False
2018-10-07,24,False
2018-10-14,56,False
2018-10-21,23,False
2018-10-28,35,False
2018-11-04,78,False
2018-11-11,23,False
2018-11-18,89,False
2018-11-25,35,False
2018-12-02,24,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,57,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,22,False
2019-02-03,56,False
2019-02-10,45,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,93,False
2019-03-10,46,False
2019-03-17,71,False
2019-03-24,24,False
2019-03-31,46,False
2019-04-07,24,False
2019-04-14,25,False
2019-04-21,46,False
2019-04-28,90,False
2019-05-05,57,False
2019-05-12,34,False
2019-05-19,23,False
2019-05-26,78,False
2019-06-02,64,False
2019-06-09,22,False
2019-06-16,48,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,49,False
2019-07-14,25,False
2019-07-21,0,False
2019-07-28,64,False
2019-08-04,0,False
2019-08-11,26,False
2019-08-18,0,False
2019-08-25,45,False
2019-09-01,45,False
2019-09-08,22,False
2019-09-15,44,False
2019-09-22,33,False
2019-09-29,55,False
2019-10-06,45,False
2019-10-13,42,False
2019-10-20,42,False
2019-10-27,21,False
2019-11-03,80,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,100,False
2019-12-01,32,False
2019-12-08,0,False
2019-12-15,73,False
2019-12-22,22,False
2019-12-29,88,False
2020-01-05,41,False
2020-01-12,19,False
2020-01-19,28,False
2020-01-26,0,False
2020-02-02,20,False
2020-02-09,30,False
2020-02-16,20,False
2020-02-23,28,False
2020-03-01,18,False
2020-03-08,27,False
2020-03-15,34,False
2020-03-22,16,False
2020-03-29,40,False
2020-04-05,17,False
2020-04-12,0,True
