date,Registradores,isPartial
2018-01-07,66,False
2018-01-14,26,False
2018-01-21,33,False
2018-01-28,76,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,34,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,42,False
2018-03-18,17,False
2018-03-25,17,False
2018-04-01,26,False
2018-04-08,32,False
2018-04-15,34,False
2018-04-22,68,False
2018-04-29,57,False
2018-05-06,66,False
2018-05-13,75,False
2018-05-20,33,False
2018-05-27,65,False
2018-06-03,49,False
2018-06-10,32,False
2018-06-17,45,False
2018-06-24,44,False
2018-07-01,52,False
2018-07-08,52,False
2018-07-15,53,False
2018-07-22,100,False
2018-07-29,44,False
2018-08-05,16,False
2018-08-12,32,False
2018-08-19,23,False
2018-08-26,32,False
2018-09-02,25,False
2018-09-09,36,False
2018-09-16,44,False
2018-09-23,42,False
2018-09-30,34,False
2018-10-07,78,False
2018-10-14,42,False
2018-10-21,51,False
2018-10-28,26,False
2018-11-04,32,False
2018-11-11,41,False
2018-11-18,24,False
2018-11-25,74,False
2018-12-02,17,False
2018-12-09,24,False
2018-12-16,33,False
2018-12-23,35,False
2018-12-30,25,False
2019-01-06,32,False
2019-01-13,16,False
2019-01-20,31,False
2019-01-27,39,False
2019-02-03,41,False
2019-02-10,40,False
2019-02-17,48,False
2019-02-24,24,False
2019-03-03,48,False
2019-03-10,40,False
2019-03-17,40,False
2019-03-24,33,False
2019-03-31,31,False
2019-04-07,64,False
2019-04-14,23,False
2019-04-21,84,False
2019-04-28,77,False
2019-05-05,47,False
2019-05-12,39,False
2019-05-19,31,False
2019-05-26,61,False
2019-06-02,30,False
2019-06-09,47,False
2019-06-16,40,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,24,False
2019-07-14,42,False
2019-07-21,56,False
2019-07-28,64,False
2019-08-04,29,False
2019-08-11,29,False
2019-08-18,14,False
2019-08-25,36,False
2019-09-01,52,False
2019-09-08,30,False
2019-09-15,58,False
2019-09-22,29,False
2019-09-29,22,False
2019-10-06,51,False
2019-10-13,56,False
2019-10-20,21,False
2019-10-27,35,False
2019-11-03,41,False
2019-11-10,41,False
2019-11-17,21,False
2019-11-24,40,False
2019-12-01,28,False
2019-12-08,36,False
2019-12-15,14,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,35,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,40,False
2020-02-02,14,False
2020-02-09,47,False
2020-02-16,27,False
2020-02-23,20,False
2020-03-01,25,False
2020-03-08,50,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,35,False
2020-04-05,36,False
2020-04-12,20,True
