date,Registradores,isPartial
2018-01-07,23,False
2018-01-14,46,False
2018-01-21,0,False
2018-01-28,45,False
2018-02-04,46,False
2018-02-11,0,False
2018-02-18,11,False
2018-02-25,44,False
2018-03-04,23,False
2018-03-11,57,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,11,False
2018-04-22,11,False
2018-04-29,36,False
2018-05-06,44,False
2018-05-13,35,False
2018-05-20,12,False
2018-05-27,0,False
2018-06-03,23,False
2018-06-10,11,False
2018-06-17,12,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,12,False
2018-07-15,0,False
2018-07-22,100,False
2018-07-29,51,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,13,False
2018-08-26,13,False
2018-09-02,34,False
2018-09-09,11,False
2018-09-16,57,False
2018-09-23,11,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,11,False
2018-10-21,12,False
2018-10-28,12,False
2018-11-04,23,False
2018-11-11,11,False
2018-11-18,22,False
2018-11-25,35,False
2018-12-02,13,False
2018-12-09,23,False
2018-12-16,12,False
2018-12-23,13,False
2018-12-30,27,False
2019-01-06,12,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,11,False
2019-02-03,23,False
2019-02-10,45,False
2019-02-17,47,False
2019-02-24,11,False
2019-03-03,47,False
2019-03-10,0,False
2019-03-17,23,False
2019-03-24,11,False
2019-03-31,0,False
2019-04-07,12,False
2019-04-14,0,False
2019-04-21,12,False
2019-04-28,22,False
2019-05-05,12,False
2019-05-12,11,False
2019-05-19,11,False
2019-05-26,11,False
2019-06-02,22,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,23,False
2019-06-30,0,False
2019-07-07,35,False
2019-07-14,24,False
2019-07-21,37,False
2019-07-28,12,False
2019-08-04,13,False
2019-08-11,13,False
2019-08-18,24,False
2019-08-25,11,False
2019-09-01,32,False
2019-09-08,29,False
2019-09-15,22,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,10,False
2019-10-13,10,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,10,False
2019-11-10,30,False
2019-11-17,40,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,53,False
2019-12-15,10,False
2019-12-22,0,False
2019-12-29,11,False
2020-01-05,20,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,9,False
2020-02-02,9,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,9,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,16,False
2020-03-22,7,False
2020-03-29,7,False
2020-04-05,25,False
2020-04-12,13,True
