date,Registradores,isPartial
2018-01-07,44,False
2018-01-14,15,False
2018-01-21,15,False
2018-01-28,15,False
2018-02-04,58,False
2018-02-11,30,False
2018-02-18,15,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,50,False
2018-03-18,15,False
2018-03-25,0,False
2018-04-01,43,False
2018-04-08,28,False
2018-04-15,44,False
2018-04-22,52,False
2018-04-29,66,False
2018-05-06,75,False
2018-05-13,23,False
2018-05-20,23,False
2018-05-27,38,False
2018-06-03,100,False
2018-06-10,58,False
2018-06-17,24,False
2018-06-24,48,False
2018-07-01,72,False
2018-07-08,47,False
2018-07-15,41,False
2018-07-22,82,False
2018-07-29,40,False
2018-08-05,23,False
2018-08-12,23,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,38,False
2018-09-09,30,False
2018-09-16,15,False
2018-09-23,15,False
2018-09-30,30,False
2018-10-07,23,False
2018-10-14,51,False
2018-10-21,37,False
2018-10-28,44,False
2018-11-04,14,False
2018-11-11,29,False
2018-11-18,21,False
2018-11-25,22,False
2018-12-02,45,False
2018-12-09,68,False
2018-12-16,30,False
2018-12-23,16,False
2018-12-30,24,False
2019-01-06,15,False
2019-01-13,28,False
2019-01-20,20,False
2019-01-27,28,False
2019-02-03,52,False
2019-02-10,22,False
2019-02-17,15,False
2019-02-24,22,False
2019-03-03,22,False
2019-03-10,38,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,28,False
2019-04-07,44,False
2019-04-14,0,False
2019-04-21,14,False
2019-04-28,28,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,22,False
2019-06-02,21,False
2019-06-09,43,False
2019-06-16,31,False
2019-06-23,30,False
2019-06-30,31,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,39,False
2019-07-28,16,False
2019-08-04,15,False
2019-08-11,15,False
2019-08-18,29,False
2019-08-25,42,False
2019-09-01,14,False
2019-09-08,21,False
2019-09-15,41,False
2019-09-22,28,False
2019-09-29,14,False
2019-10-06,27,False
2019-10-13,13,False
2019-10-20,13,False
2019-10-27,13,False
2019-11-03,32,False
2019-11-10,25,False
2019-11-17,32,False
2019-11-24,25,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,32,False
2019-12-22,13,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,29,False
2020-01-19,18,False
2020-01-26,12,False
2020-02-02,36,False
2020-02-09,12,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,23,False
2020-03-08,40,False
2020-03-15,21,False
2020-03-22,24,False
2020-03-29,19,False
2020-04-05,10,False
2020-04-12,25,True
