date,Registradores,isPartial
2018-01-07,24,False
2018-01-14,25,False
2018-01-21,24,False
2018-01-28,25,False
2018-02-04,50,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,46,False
2018-03-18,36,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,72,False
2018-04-22,24,False
2018-04-29,37,False
2018-05-06,37,False
2018-05-13,76,False
2018-05-20,24,False
2018-05-27,37,False
2018-06-03,24,False
2018-06-10,0,False
2018-06-17,52,False
2018-06-24,27,False
2018-07-01,52,False
2018-07-08,26,False
2018-07-15,55,False
2018-07-22,41,False
2018-07-29,52,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,52,False
2018-09-16,25,False
2018-09-23,49,False
2018-09-30,100,False
2018-10-07,25,False
2018-10-14,60,False
2018-10-21,61,False
2018-10-28,25,False
2018-11-04,23,False
2018-11-11,60,False
2018-11-18,23,False
2018-11-25,0,False
2018-12-02,51,False
2018-12-09,25,False
2018-12-16,24,False
2018-12-23,27,False
2018-12-30,27,False
2019-01-06,49,False
2019-01-13,46,False
2019-01-20,0,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,48,False
2019-02-17,48,False
2019-02-24,24,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,49,False
2019-03-31,68,False
2019-04-07,36,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,61,False
2019-05-05,24,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,24,False
2019-06-02,70,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,77,False
2019-07-07,25,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,77,False
2019-08-04,37,False
2019-08-11,24,False
2019-08-18,0,False
2019-08-25,24,False
2019-09-01,24,False
2019-09-08,25,False
2019-09-15,23,False
2019-09-22,47,False
2019-09-29,58,False
2019-10-06,46,False
2019-10-13,43,False
2019-10-20,22,False
2019-10-27,0,False
2019-11-03,42,False
2019-11-10,74,False
2019-11-17,31,False
2019-11-24,40,False
2019-12-01,44,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,33,False
2019-12-29,23,False
2020-01-05,22,False
2020-01-12,39,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,0,False
2020-02-09,21,False
2020-02-16,21,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,29,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,18,False
2020-04-12,0,True
