date,book foto,isPartial
2018-01-07,0,False
2018-01-14,71,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,28,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,29,False
2018-04-08,54,False
2018-04-15,55,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,53,False
2018-05-13,27,False
2018-05-20,0,False
2018-05-27,54,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,29,False
2018-07-29,30,False
2018-08-05,33,False
2018-08-12,0,False
2018-08-19,36,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,39,False
2018-09-16,0,False
2018-09-23,53,False
2018-09-30,26,False
2018-10-07,0,False
2018-10-14,27,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,25,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,79,False
2018-12-09,0,False
2018-12-16,54,False
2018-12-23,31,False
2018-12-30,30,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,100,False
2019-01-27,25,False
2019-02-03,76,False
2019-02-10,38,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,53,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,55,False
2019-03-31,0,False
2019-04-07,52,False
2019-04-14,27,False
2019-04-21,30,False
2019-04-28,54,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,38,False
2019-05-26,25,False
2019-06-02,27,False
2019-06-09,26,False
2019-06-16,27,False
2019-06-23,0,False
2019-06-30,41,False
2019-07-07,0,False
2019-07-14,28,False
2019-07-21,57,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,72,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,50,False
2019-10-13,25,False
2019-10-20,0,False
2019-10-27,48,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,62,False
2019-12-15,50,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,0,False
2020-01-19,47,False
2020-01-26,68,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,42,False
2020-03-29,0,False
2020-04-05,22,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,72,True
