date,chauffage,isPartial
2018-01-07,35,False
2018-01-14,12,False
2018-01-21,24,False
2018-01-28,35,False
2018-02-04,35,False
2018-02-11,36,False
2018-02-18,23,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,23,False
2018-03-18,35,False
2018-03-25,18,False
2018-04-01,18,False
2018-04-08,11,False
2018-04-15,12,False
2018-04-22,17,False
2018-04-29,40,False
2018-05-06,15,False
2018-05-13,20,False
2018-05-20,41,False
2018-05-27,0,False
2018-06-03,10,False
2018-06-10,9,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,8,False
2018-07-15,8,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,13,False
2018-08-12,23,False
2018-08-19,22,False
2018-08-26,8,False
2018-09-02,9,False
2018-09-09,17,False
2018-09-16,18,False
2018-09-23,14,False
2018-09-30,10,False
2018-10-07,26,False
2018-10-14,26,False
2018-10-21,28,False
2018-10-28,50,False
2018-11-04,28,False
2018-11-11,55,False
2018-11-18,65,False
2018-11-25,37,False
2018-12-02,31,False
2018-12-09,38,False
2018-12-16,39,False
2018-12-23,14,False
2018-12-30,54,False
2019-01-06,25,False
2019-01-13,19,False
2019-01-20,47,False
2019-01-27,40,False
2019-02-03,18,False
2019-02-10,25,False
2019-02-17,24,False
2019-02-24,13,False
2019-03-03,13,False
2019-03-10,37,False
2019-03-17,13,False
2019-03-24,12,False
2019-03-31,23,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,11,False
2019-04-28,11,False
2019-05-05,31,False
2019-05-12,10,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,13,False
2019-07-07,8,False
2019-07-14,15,False
2019-07-21,7,False
2019-07-28,7,False
2019-08-04,7,False
2019-08-11,19,False
2019-08-18,10,False
2019-08-25,7,False
2019-09-01,39,False
2019-09-08,29,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,10,False
2019-10-06,25,False
2019-10-13,10,False
2019-10-20,20,False
2019-10-27,45,False
2019-11-03,63,False
2019-11-10,100,False
2019-11-17,68,False
2019-11-24,37,False
2019-12-01,43,False
2019-12-08,37,False
2019-12-15,11,False
2019-12-22,30,False
2019-12-29,30,False
2020-01-05,38,False
2020-01-12,26,False
2020-01-19,56,False
2020-01-26,16,False
2020-02-02,52,False
2020-02-09,15,False
2020-02-16,11,False
2020-02-23,26,False
2020-03-01,25,False
2020-03-08,10,False
2020-03-15,14,False
2020-03-22,9,False
2020-03-29,17,False
2020-04-05,18,False
2020-04-12,13,False
2020-04-19,9,False
2020-04-26,22,False
2020-05-03,22,False
2020-05-10,27,False
2020-05-17,0,True
