date,Popolare,isPartial
2018-01-07,38,False
2018-01-14,28,False
2018-01-21,38,False
2018-01-28,37,False
2018-02-04,36,False
2018-02-11,100,False
2018-02-18,52,False
2018-02-25,29,False
2018-03-04,27,False
2018-03-11,41,False
2018-03-18,27,False
2018-03-25,29,False
2018-04-01,45,False
2018-04-08,14,False
2018-04-15,59,False
2018-04-22,29,False
2018-04-29,19,False
2018-05-06,38,False
2018-05-13,39,False
2018-05-20,19,False
2018-05-27,20,False
2018-06-03,25,False
2018-06-10,28,False
2018-06-17,28,False
2018-06-24,19,False
2018-07-01,34,False
2018-07-08,19,False
2018-07-15,19,False
2018-07-22,27,False
2018-07-29,54,False
2018-08-05,34,False
2018-08-12,14,False
2018-08-19,47,False
2018-08-26,17,False
2018-09-02,58,False
2018-09-09,14,False
2018-09-16,28,False
2018-09-23,24,False
2018-09-30,38,False
2018-10-07,10,False
2018-10-14,15,False
2018-10-21,29,False
2018-10-28,14,False
2018-11-04,14,False
2018-11-11,49,False
2018-11-18,23,False
2018-11-25,46,False
2018-12-02,15,False
2018-12-09,28,False
2018-12-16,49,False
2018-12-23,10,False
2018-12-30,32,False
2019-01-06,31,False
2019-01-13,18,False
2019-01-20,21,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,45,False
2019-03-03,24,False
2019-03-10,37,False
2019-03-17,29,False
2019-03-24,28,False
2019-03-31,33,False
2019-04-07,14,False
2019-04-14,44,False
2019-04-21,15,False
2019-04-28,32,False
2019-05-05,9,False
2019-05-12,18,False
2019-05-19,9,False
2019-05-26,21,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,10,False
2019-06-23,40,False
2019-06-30,50,False
2019-07-07,46,False
2019-07-14,10,False
2019-07-21,29,False
2019-07-28,19,False
2019-08-04,18,False
2019-08-11,21,False
2019-08-18,16,False
2019-08-25,20,False
2019-09-01,38,False
2019-09-08,27,False
2019-09-15,9,False
2019-09-22,31,False
2019-09-29,40,False
2019-10-06,14,False
2019-10-13,22,False
2019-10-20,17,False
2019-10-27,26,False
2019-11-03,12,False
2019-11-10,29,False
2019-11-17,17,False
2019-11-24,25,False
2019-12-01,34,False
2019-12-08,36,False
2019-12-15,79,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,37,False
2020-01-12,46,False
2020-01-19,36,False
2020-01-26,8,False
2020-02-02,38,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,34,False
2020-03-01,29,False
2020-03-08,10,False
2020-03-15,13,False
2020-03-22,20,False
2020-03-29,18,False
2020-04-05,31,False
2020-04-12,37,False
2020-04-19,28,False
2020-04-26,17,True
