date,Popolare,isPartial
2018-01-07,53,False
2018-01-14,40,False
2018-01-21,26,False
2018-01-28,78,False
2018-02-04,52,False
2018-02-11,39,False
2018-02-18,26,False
2018-02-25,51,False
2018-03-04,63,False
2018-03-11,13,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,28,False
2018-04-08,13,False
2018-04-15,40,False
2018-04-22,40,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,13,False
2018-05-20,37,False
2018-05-27,50,False
2018-06-03,36,False
2018-06-10,22,False
2018-06-17,81,False
2018-06-24,44,False
2018-07-01,41,False
2018-07-08,52,False
2018-07-15,41,False
2018-07-22,70,False
2018-07-29,61,False
2018-08-05,48,False
2018-08-12,39,False
2018-08-19,39,False
2018-08-26,74,False
2018-09-02,10,False
2018-09-09,100,False
2018-09-16,59,False
2018-09-23,77,False
2018-09-30,34,False
2018-10-07,25,False
2018-10-14,37,False
2018-10-21,0,False
2018-10-28,38,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,13,False
2018-12-02,27,False
2018-12-09,40,False
2018-12-16,0,False
2018-12-23,30,False
2018-12-30,29,False
2019-01-06,13,False
2019-01-13,0,False
2019-01-20,61,False
2019-01-27,62,False
2019-02-03,13,False
2019-02-10,13,False
2019-02-17,13,False
2019-02-24,25,False
2019-03-03,69,False
2019-03-10,26,False
2019-03-17,40,False
2019-03-24,0,False
2019-03-31,26,False
2019-04-07,25,False
2019-04-14,39,False
2019-04-21,27,False
2019-04-28,13,False
2019-05-05,50,False
2019-05-12,12,False
2019-05-19,74,False
2019-05-26,0,False
2019-06-02,12,False
2019-06-09,48,False
2019-06-16,24,False
2019-06-23,12,False
2019-06-30,70,False
2019-07-07,22,False
2019-07-14,43,False
2019-07-21,55,False
2019-07-28,43,False
2019-08-04,52,False
2019-08-11,59,False
2019-08-18,28,False
2019-08-25,85,False
2019-09-01,48,False
2019-09-08,72,False
2019-09-15,43,False
2019-09-22,11,False
2019-09-29,22,False
2019-10-06,45,False
2019-10-13,24,False
2019-10-20,33,False
2019-10-27,12,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,90,False
2019-11-24,21,False
2019-12-01,11,False
2019-12-08,35,False
2019-12-15,23,False
2019-12-22,51,False
2019-12-29,12,False
2020-01-05,22,False
2020-01-12,62,False
2020-01-19,51,False
2020-01-26,31,False
2020-02-02,10,False
2020-02-09,11,False
2020-02-16,42,False
2020-02-23,51,False
2020-03-01,10,False
2020-03-08,36,False
2020-03-15,36,False
2020-03-22,26,False
2020-03-29,54,False
2020-04-05,19,False
2020-04-12,28,False
2020-04-19,18,False
2020-04-26,16,True
