date,Gartengestaltung,isPartial
2018-01-07,40,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,55,False
2018-02-04,29,False
2018-02-11,27,False
2018-02-18,13,False
2018-02-25,52,False
2018-03-04,67,False
2018-03-11,80,False
2018-03-18,65,False
2018-03-25,69,False
2018-04-01,100,False
2018-04-08,84,False
2018-04-15,14,False
2018-04-22,41,False
2018-04-29,28,False
2018-05-06,14,False
2018-05-13,26,False
2018-05-20,41,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,13,False
2018-06-17,13,False
2018-06-24,27,False
2018-07-01,14,False
2018-07-08,54,False
2018-07-15,14,False
2018-07-22,70,False
2018-07-29,14,False
2018-08-05,27,False
2018-08-12,56,False
2018-08-19,53,False
2018-08-26,64,False
2018-09-02,26,False
2018-09-09,13,False
2018-09-16,26,False
2018-09-23,39,False
2018-09-30,0,False
2018-10-07,13,False
2018-10-14,13,False
2018-10-21,13,False
2018-10-28,0,False
2018-11-04,13,False
2018-11-11,13,False
2018-11-18,0,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,35,False
2019-01-27,24,False
2019-02-03,38,False
2019-02-10,71,False
2019-02-17,12,False
2019-02-24,36,False
2019-03-03,37,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,61,False
2019-03-31,63,False
2019-04-07,62,False
2019-04-14,67,False
2019-04-21,64,False
2019-04-28,12,False
2019-05-05,93,False
2019-05-12,35,False
2019-05-19,23,False
2019-05-26,47,False
2019-06-02,12,False
2019-06-09,38,False
2019-06-16,12,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,47,False
2019-07-14,50,False
2019-07-21,38,False
2019-07-28,37,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,12,False
2019-08-25,11,False
2019-09-01,33,False
2019-09-08,12,False
2019-09-15,35,False
2019-09-22,11,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,43,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,0,False
2019-12-01,11,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,12,False
2019-12-29,11,False
2020-01-05,20,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,62,False
2020-02-02,33,False
2020-02-09,42,False
2020-02-16,21,False
2020-02-23,41,False
2020-03-01,41,False
2020-03-08,49,False
2020-03-15,27,False
2020-03-22,17,False
2020-03-29,78,False
2020-04-05,48,False
2020-04-12,56,False
2020-04-19,74,False
2020-04-26,46,False
2020-05-03,28,False
2020-05-10,55,False
2020-05-17,60,False
2020-05-24,65,False
2020-05-31,19,False
2020-06-07,19,False
2020-06-14,19,False
2020-06-21,30,False
2020-06-28,30,False
2020-07-05,43,False
