date,Envíos,isPartial
2018-01-07,32,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,32,False
2018-02-11,50,False
2018-02-18,34,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,79,False
2018-03-18,33,False
2018-03-25,35,False
2018-04-01,32,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,50,False
2018-04-29,33,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,33,False
2018-06-03,48,False
2018-06-10,32,False
2018-06-17,71,False
2018-06-24,36,False
2018-07-01,0,False
2018-07-08,34,False
2018-07-15,37,False
2018-07-22,36,False
2018-07-29,35,False
2018-08-05,69,False
2018-08-12,34,False
2018-08-19,34,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,68,False
2018-09-16,34,False
2018-09-23,33,False
2018-09-30,34,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,33,False
2018-11-04,30,False
2018-11-11,64,False
2018-11-18,62,False
2018-11-25,33,False
2018-12-02,51,False
2018-12-09,0,False
2018-12-16,33,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,62,False
2019-01-20,40,False
2019-01-27,0,False
2019-02-03,55,False
2019-02-10,32,False
2019-02-17,0,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,33,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,31,False
2019-04-07,33,False
2019-04-14,31,False
2019-04-21,31,False
2019-04-28,31,False
2019-05-05,0,False
2019-05-12,65,False
2019-05-19,33,False
2019-05-26,33,False
2019-06-02,0,False
2019-06-09,32,False
2019-06-16,68,False
2019-06-23,33,False
2019-06-30,34,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,85,False
2019-08-11,33,False
2019-08-18,32,False
2019-08-25,31,False
2019-09-01,0,False
2019-09-08,31,False
2019-09-15,31,False
2019-09-22,0,False
2019-09-29,60,False
2019-10-06,61,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,57,False
2019-11-03,28,False
2019-11-10,42,False
2019-11-17,0,False
2019-11-24,55,False
2019-12-01,43,False
2019-12-08,73,False
2019-12-15,43,False
2019-12-22,30,False
2019-12-29,59,False
2020-01-05,29,False
2020-01-12,26,False
2020-01-19,26,False
2020-01-26,40,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,53,False
2020-03-01,25,False
2020-03-08,38,False
2020-03-15,23,False
2020-03-22,71,False
2020-03-29,32,False
2020-04-05,38,False
2020-04-12,85,False
2020-04-19,49,False
2020-04-26,43,False
2020-05-03,63,False
2020-05-10,62,False
2020-05-17,51,True
