date,Envíos,isPartial
2018-01-07,55,False
2018-01-14,55,False
2018-01-21,45,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,57,False
2018-02-18,29,False
2018-02-25,54,False
2018-03-04,54,False
2018-03-11,54,False
2018-03-18,56,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,54,False
2018-04-29,28,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,27,False
2018-05-27,67,False
2018-06-03,26,False
2018-06-10,26,False
2018-06-17,29,False
2018-06-24,81,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,42,False
2018-07-29,54,False
2018-08-05,38,False
2018-08-12,27,False
2018-08-19,27,False
2018-08-26,40,False
2018-09-02,27,False
2018-09-09,41,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,36,False
2018-10-21,46,False
2018-10-28,28,False
2018-11-04,78,False
2018-11-11,55,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,37,False
2018-12-09,27,False
2018-12-16,67,False
2018-12-23,31,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,63,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,27,False
2019-02-17,27,False
2019-02-24,53,False
2019-03-03,54,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,39,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,40,False
2019-05-19,26,False
2019-05-26,25,False
2019-06-02,49,False
2019-06-09,25,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,26,False
2019-07-14,0,False
2019-07-21,40,False
2019-07-28,27,False
2019-08-04,48,False
2019-08-11,50,False
2019-08-18,49,False
2019-08-25,33,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,61,False
2019-09-22,25,False
2019-09-29,48,False
2019-10-06,24,False
2019-10-13,35,False
2019-10-20,33,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,47,False
2019-11-17,24,False
2019-11-24,53,False
2019-12-01,50,False
2019-12-08,36,False
2019-12-15,47,False
2019-12-22,26,False
2019-12-29,26,False
2020-01-05,32,False
2020-01-12,22,False
2020-01-19,46,False
2020-01-26,22,False
2020-02-02,46,False
2020-02-09,33,False
2020-02-16,31,False
2020-02-23,0,False
2020-03-01,43,False
2020-03-08,32,False
2020-03-15,48,False
2020-03-22,29,False
2020-03-29,32,False
2020-04-05,27,False
2020-04-12,65,False
2020-04-19,39,False
2020-04-26,38,False
2020-05-03,63,False
2020-05-10,100,False
2020-05-17,47,True
