date,Envíos,isPartial
2018-01-07,36,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,45,False
2018-02-04,23,False
2018-02-11,24,False
2018-02-18,68,False
2018-02-25,21,False
2018-03-04,35,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,34,False
2018-04-08,23,False
2018-04-15,34,False
2018-04-22,23,False
2018-04-29,23,False
2018-05-06,43,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,37,False
2018-06-03,0,False
2018-06-10,20,False
2018-06-17,43,False
2018-06-24,29,False
2018-07-01,21,False
2018-07-08,21,False
2018-07-15,22,False
2018-07-22,21,False
2018-07-29,21,False
2018-08-05,85,False
2018-08-12,22,False
2018-08-19,24,False
2018-08-26,23,False
2018-09-02,22,False
2018-09-09,0,False
2018-09-16,22,False
2018-09-23,21,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,41,False
2018-10-28,28,False
2018-11-04,34,False
2018-11-11,20,False
2018-11-18,27,False
2018-11-25,21,False
2018-12-02,46,False
2018-12-09,54,False
2018-12-16,57,False
2018-12-23,48,False
2018-12-30,32,False
2019-01-06,55,False
2019-01-13,34,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,51,False
2019-02-24,32,False
2019-03-03,23,False
2019-03-10,45,False
2019-03-17,23,False
2019-03-24,22,False
2019-03-31,44,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,22,False
2019-04-28,30,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,76,False
2019-06-09,44,False
2019-06-16,46,False
2019-06-23,0,False
2019-06-30,30,False
2019-07-07,22,False
2019-07-14,38,False
2019-07-21,23,False
2019-07-28,46,False
2019-08-04,80,False
2019-08-11,78,False
2019-08-18,44,False
2019-08-25,59,False
2019-09-01,33,False
2019-09-08,44,False
2019-09-15,32,False
2019-09-22,56,False
2019-09-29,42,False
2019-10-06,31,False
2019-10-13,40,False
2019-10-20,29,False
2019-10-27,26,False
2019-11-03,25,False
2019-11-10,46,False
2019-11-17,38,False
2019-11-24,44,False
2019-12-01,58,False
2019-12-08,50,False
2019-12-15,46,False
2019-12-22,20,False
2019-12-29,53,False
2020-01-05,18,False
2020-01-12,59,False
2020-01-19,45,False
2020-01-26,42,False
2020-02-02,30,False
2020-02-09,45,False
2020-02-16,24,False
2020-02-23,36,False
2020-03-01,43,False
2020-03-08,26,False
2020-03-15,35,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,77,False
2020-04-12,54,False
2020-04-19,96,False
2020-04-26,84,False
2020-05-03,95,False
2020-05-10,81,False
2020-05-17,100,True
