date,Installation climatisation,isPartial
2018-01-07,14,False
2018-01-14,16,False
2018-01-21,10,False
2018-01-28,11,False
2018-02-04,11,False
2018-02-11,11,False
2018-02-18,11,False
2018-02-25,17,False
2018-03-04,11,False
2018-03-11,11,False
2018-03-18,11,False
2018-03-25,11,False
2018-04-01,15,False
2018-04-08,11,False
2018-04-15,35,False
2018-04-22,23,False
2018-04-29,11,False
2018-05-06,24,False
2018-05-13,22,False
2018-05-20,16,False
2018-05-27,31,False
2018-06-03,21,False
2018-06-10,10,False
2018-06-17,41,False
2018-06-24,32,False
2018-07-01,42,False
2018-07-08,38,False
2018-07-15,30,False
2018-07-22,69,False
2018-07-29,59,False
2018-08-05,36,False
2018-08-12,14,False
2018-08-19,17,False
2018-08-26,23,False
2018-09-02,11,False
2018-09-09,16,False
2018-09-16,16,False
2018-09-23,11,False
2018-09-30,21,False
2018-10-07,10,False
2018-10-14,14,False
2018-10-21,10,False
2018-10-28,0,False
2018-11-04,21,False
2018-11-11,10,False
2018-11-18,11,False
2018-11-25,11,False
2018-12-02,11,False
2018-12-09,22,False
2018-12-16,11,False
2018-12-23,13,False
2018-12-30,18,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,10,False
2019-01-27,10,False
2019-02-03,16,False
2019-02-10,17,False
2019-02-17,21,False
2019-02-24,11,False
2019-03-03,42,False
2019-03-10,11,False
2019-03-17,29,False
2019-03-24,11,False
2019-03-31,11,False
2019-04-07,28,False
2019-04-14,11,False
2019-04-21,18,False
2019-04-28,20,False
2019-05-05,29,False
2019-05-12,28,False
2019-05-19,22,False
2019-05-26,50,False
2019-06-02,27,False
2019-06-09,22,False
2019-06-16,41,False
2019-06-23,100,False
2019-06-30,23,False
2019-07-07,15,False
2019-07-14,16,False
2019-07-21,85,False
2019-07-28,34,False
2019-08-04,28,False
2019-08-11,30,False
2019-08-18,14,False
2019-08-25,29,False
2019-09-01,15,False
2019-09-08,11,False
2019-09-15,11,False
2019-09-22,16,False
2019-09-29,21,False
2019-10-06,0,False
2019-10-13,18,False
2019-10-20,16,False
2019-10-27,22,False
2019-11-03,11,False
2019-11-10,43,False
2019-11-17,11,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,15,False
2019-12-15,11,False
2019-12-22,13,False
2019-12-29,12,False
2020-01-05,20,False
2020-01-12,15,False
2020-01-19,24,False
2020-01-26,14,False
2020-02-02,35,False
2020-02-09,0,False
2020-02-16,14,False
2020-02-23,17,False
2020-03-01,16,False
2020-03-08,19,False
2020-03-15,10,False
2020-03-22,11,False
2020-03-29,10,False
2020-04-05,24,False
2020-04-12,25,False
2020-04-19,21,False
2020-04-26,10,False
2020-05-03,23,False
2020-05-10,24,False
2020-05-17,56,False
2020-05-24,71,False
2020-05-31,35,False
2020-06-07,23,False
2020-06-14,47,False
