date,Installation climatisation,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,20,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,21,False
2018-04-22,63,False
2018-04-29,50,False
2018-05-06,20,False
2018-05-13,20,False
2018-05-20,40,False
2018-05-27,40,False
2018-06-03,39,False
2018-06-10,19,False
2018-06-17,41,False
2018-06-24,0,False
2018-07-01,20,False
2018-07-08,68,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,52,False
2018-08-05,44,False
2018-08-12,39,False
2018-08-19,30,False
2018-08-26,20,False
2018-09-02,20,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,21,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,22,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,42,False
2018-11-18,0,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,21,False
2019-01-13,20,False
2019-01-20,20,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,21,False
2019-02-24,27,False
2019-03-03,51,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,21,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,41,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,39,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,19,False
2019-06-02,37,False
2019-06-09,46,False
2019-06-16,28,False
2019-06-23,95,False
2019-06-30,100,False
2019-07-07,37,False
2019-07-14,77,False
2019-07-21,39,False
2019-07-28,38,False
2019-08-04,38,False
2019-08-11,26,False
2019-08-18,16,False
2019-08-25,43,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,19,False
2019-10-06,76,False
2019-10-13,18,False
2019-10-20,24,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,35,False
2019-11-24,26,False
2019-12-01,18,False
2019-12-08,35,False
2019-12-15,35,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,26,False
2020-01-26,17,False
2020-02-02,23,False
2020-02-09,34,False
2020-02-16,29,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,22,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,14,False
2020-05-03,0,False
2020-05-10,28,False
2020-05-17,46,False
2020-05-24,68,False
2020-05-31,22,False
2020-06-07,43,False
2020-06-14,32,False
