date,Installation climatisation,isPartial
2018-01-07,6,False
2018-01-14,3,False
2018-01-21,4,False
2018-01-28,5,False
2018-02-04,3,False
2018-02-11,3,False
2018-02-18,7,False
2018-02-25,5,False
2018-03-04,3,False
2018-03-11,5,False
2018-03-18,7,False
2018-03-25,5,False
2018-04-01,8,False
2018-04-08,6,False
2018-04-15,18,False
2018-04-22,11,False
2018-04-29,5,False
2018-05-06,12,False
2018-05-13,9,False
2018-05-20,9,False
2018-05-27,9,False
2018-06-03,11,False
2018-06-10,11,False
2018-06-17,8,False
2018-06-24,13,False
2018-07-01,26,False
2018-07-08,16,False
2018-07-15,15,False
2018-07-22,41,False
2018-07-29,55,False
2018-08-05,50,False
2018-08-12,13,False
2018-08-19,14,False
2018-08-26,11,False
2018-09-02,5,False
2018-09-09,9,False
2018-09-16,7,False
2018-09-23,5,False
2018-09-30,7,False
2018-10-07,8,False
2018-10-14,8,False
2018-10-21,6,False
2018-10-28,10,False
2018-11-04,6,False
2018-11-11,7,False
2018-11-18,6,False
2018-11-25,4,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,7,False
2018-12-23,3,False
2018-12-30,7,False
2019-01-06,6,False
2019-01-13,7,False
2019-01-20,9,False
2019-01-27,8,False
2019-02-03,7,False
2019-02-10,5,False
2019-02-17,10,False
2019-02-24,9,False
2019-03-03,6,False
2019-03-10,8,False
2019-03-17,11,False
2019-03-24,10,False
2019-03-31,12,False
2019-04-07,7,False
2019-04-14,14,False
2019-04-21,8,False
2019-04-28,8,False
2019-05-05,10,False
2019-05-12,16,False
2019-05-19,10,False
2019-05-26,12,False
2019-06-02,25,False
2019-06-09,11,False
2019-06-16,25,False
2019-06-23,100,False
2019-06-30,61,False
2019-07-07,17,False
2019-07-14,17,False
2019-07-21,62,False
2019-07-28,12,False
2019-08-04,11,False
2019-08-11,11,False
2019-08-18,15,False
2019-08-25,19,False
2019-09-01,7,False
2019-09-08,3,False
2019-09-15,12,False
2019-09-22,10,False
2019-09-29,7,False
2019-10-06,8,False
2019-10-13,8,False
2019-10-20,8,False
2019-10-27,8,False
2019-11-03,8,False
2019-11-10,7,False
2019-11-17,11,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,12,False
2019-12-15,8,False
2019-12-22,5,False
2019-12-29,8,False
2020-01-05,8,False
2020-01-12,9,False
2020-01-19,12,False
2020-01-26,13,False
2020-02-02,17,False
2020-02-09,14,False
2020-02-16,7,False
2020-02-23,10,False
2020-03-01,13,False
2020-03-08,9,False
2020-03-15,6,False
2020-03-22,5,False
2020-03-29,7,False
2020-04-05,10,False
2020-04-12,7,False
2020-04-19,16,False
2020-04-26,12,False
2020-05-03,23,False
2020-05-10,15,False
2020-05-17,44,False
2020-05-24,44,False
2020-05-31,35,False
2020-06-07,20,False
2020-06-14,18,False
