date,Installation climatisation,isPartial
2018-01-07,15,False
2018-01-14,10,False
2018-01-21,19,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,17,False
2018-02-18,10,False
2018-02-25,10,False
2018-03-04,10,False
2018-03-11,10,False
2018-03-18,20,False
2018-03-25,0,False
2018-04-01,17,False
2018-04-08,0,False
2018-04-15,22,False
2018-04-22,16,False
2018-04-29,10,False
2018-05-06,22,False
2018-05-13,17,False
2018-05-20,10,False
2018-05-27,16,False
2018-06-03,24,False
2018-06-10,14,False
2018-06-17,10,False
2018-06-24,13,False
2018-07-01,35,False
2018-07-08,17,False
2018-07-15,29,False
2018-07-22,53,False
2018-07-29,78,False
2018-08-05,54,False
2018-08-12,17,False
2018-08-19,18,False
2018-08-26,16,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,10,False
2018-09-23,10,False
2018-09-30,20,False
2018-10-07,15,False
2018-10-14,14,False
2018-10-21,19,False
2018-10-28,10,False
2018-11-04,10,False
2018-11-11,0,False
2018-11-18,10,False
2018-11-25,15,False
2018-12-02,10,False
2018-12-09,15,False
2018-12-16,20,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,19,False
2019-02-03,18,False
2019-02-10,15,False
2019-02-17,13,False
2019-02-24,15,False
2019-03-03,23,False
2019-03-10,10,False
2019-03-17,20,False
2019-03-24,21,False
2019-03-31,20,False
2019-04-07,31,False
2019-04-14,14,False
2019-04-21,11,False
2019-04-28,22,False
2019-05-05,11,False
2019-05-12,14,False
2019-05-19,10,False
2019-05-26,16,False
2019-06-02,32,False
2019-06-09,17,False
2019-06-16,24,False
2019-06-23,100,False
2019-06-30,38,False
2019-07-07,21,False
2019-07-14,0,False
2019-07-21,68,False
2019-07-28,19,False
2019-08-04,13,False
2019-08-11,18,False
2019-08-18,13,False
2019-08-25,31,False
2019-09-01,20,False
2019-09-08,10,False
2019-09-15,50,False
2019-09-22,39,False
2019-09-29,16,False
2019-10-06,10,False
2019-10-13,20,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,10,False
2019-11-10,10,False
2019-11-17,0,False
2019-11-24,10,False
2019-12-01,9,False
2019-12-08,24,False
2019-12-15,20,False
2019-12-22,12,False
2019-12-29,17,False
2020-01-05,14,False
2020-01-12,10,False
2020-01-19,16,False
2020-01-26,19,False
2020-02-02,29,False
2020-02-09,10,False
2020-02-16,20,False
2020-02-23,15,False
2020-03-01,15,False
2020-03-08,23,False
2020-03-15,10,False
2020-03-22,29,False
2020-03-29,19,False
2020-04-05,19,False
2020-04-12,20,False
2020-04-19,25,False
2020-04-26,14,False
2020-05-03,30,False
2020-05-10,33,False
2020-05-17,52,False
2020-05-24,34,False
2020-05-31,38,False
2020-06-07,12,False
2020-06-14,12,False
2020-06-21,56,True
