date,Badumbau,isPartial
2018-01-07,65,False
2018-01-14,48,False
2018-01-21,32,False
2018-01-28,32,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,33,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,66,False
2018-04-15,34,False
2018-04-22,32,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,65,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,31,False
2018-06-17,32,False
2018-06-24,0,False
2018-07-01,34,False
2018-07-08,68,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,30,False
2018-08-12,45,False
2018-08-19,31,False
2018-08-26,31,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,96,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,32,False
2018-10-21,31,False
2018-10-28,47,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,71,False
2018-12-30,66,False
2019-01-06,88,False
2019-01-13,30,False
2019-01-20,30,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,44,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,64,False
2019-04-28,41,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,30,False
2019-05-26,62,False
2019-06-02,30,False
2019-06-09,30,False
2019-06-16,45,False
2019-06-23,31,False
2019-06-30,30,False
2019-07-07,31,False
2019-07-14,65,False
2019-07-21,0,False
2019-07-28,43,False
2019-08-04,31,False
2019-08-11,85,False
2019-08-18,0,False
2019-08-25,59,False
2019-09-01,0,False
2019-09-08,29,False
2019-09-15,30,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,57,False
2019-10-27,56,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,57,False
2019-11-24,27,False
2019-12-01,42,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,31,False
2019-12-29,43,False
2020-01-05,53,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,40,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,80,False
2020-02-23,40,False
2020-03-01,27,False
2020-03-08,37,False
2020-03-15,25,False
2020-03-22,25,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,37,False
2020-04-26,0,False
2020-05-03,25,False
2020-05-10,24,False
