date,torta cacao,isPartial
2018-01-07,7,False
2018-01-14,15,False
2018-01-21,20,False
2018-01-28,23,False
2018-02-04,20,False
2018-02-11,18,False
2018-02-18,14,False
2018-02-25,28,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,15,False
2018-03-25,15,False
2018-04-01,7,False
2018-04-08,14,False
2018-04-15,7,False
2018-04-22,11,False
2018-04-29,14,False
2018-05-06,10,False
2018-05-13,8,False
2018-05-20,8,False
2018-05-27,7,False
2018-06-03,7,False
2018-06-10,7,False
2018-06-17,3,False
2018-06-24,13,False
2018-07-01,4,False
2018-07-08,5,False
2018-07-15,8,False
2018-07-22,6,False
2018-07-29,10,False
2018-08-05,5,False
2018-08-12,7,False
2018-08-19,13,False
2018-08-26,10,False
2018-09-02,15,False
2018-09-09,7,False
2018-09-16,16,False
2018-09-23,12,False
2018-09-30,23,False
2018-10-07,13,False
2018-10-14,17,False
2018-10-21,20,False
2018-10-28,22,False
2018-11-04,20,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,17,False
2018-12-02,20,False
2018-12-09,17,False
2018-12-16,12,False
2018-12-23,14,False
2018-12-30,9,False
2019-01-06,9,False
2019-01-13,23,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,26,False
2019-02-10,22,False
2019-02-17,20,False
2019-02-24,16,False
2019-03-03,14,False
2019-03-10,12,False
2019-03-17,21,False
2019-03-24,9,False
2019-03-31,13,False
2019-04-07,16,False
2019-04-14,10,False
2019-04-21,17,False
2019-04-28,11,False
2019-05-05,12,False
2019-05-12,11,False
2019-05-19,13,False
2019-05-26,6,False
2019-06-02,11,False
2019-06-09,11,False
2019-06-16,4,False
2019-06-23,5,False
2019-06-30,6,False
2019-07-07,5,False
2019-07-14,7,False
2019-07-21,9,False
2019-07-28,9,False
2019-08-04,8,False
2019-08-11,7,False
2019-08-18,7,False
2019-08-25,11,False
2019-09-01,14,False
2019-09-08,20,False
2019-09-15,21,False
2019-09-22,15,False
2019-09-29,15,False
2019-10-06,16,False
2019-10-13,24,False
2019-10-20,25,False
2019-10-27,11,False
2019-11-03,31,False
2019-11-10,22,False
2019-11-17,21,False
2019-11-24,18,False
2019-12-01,17,False
2019-12-08,13,False
2019-12-15,12,False
2019-12-22,7,False
2019-12-29,13,False
2020-01-05,9,False
2020-01-12,19,False
2020-01-19,22,False
2020-01-26,23,False
2020-02-02,19,False
2020-02-09,22,False
2020-02-16,19,False
2020-02-23,20,False
2020-03-01,25,False
2020-03-08,43,False
2020-03-15,87,False
2020-03-22,100,False
2020-03-29,84,False
2020-04-05,61,False
2020-04-12,49,False
2020-04-19,54,False
2020-04-26,67,True
