date,torta cacao,isPartial
2018-01-07,59,False
2018-01-14,0,False
2018-01-21,62,False
2018-01-28,31,False
2018-02-04,61,False
2018-02-11,31,False
2018-02-18,89,False
2018-02-25,42,False
2018-03-04,62,False
2018-03-11,0,False
2018-03-18,60,False
2018-03-25,32,False
2018-04-01,32,False
2018-04-08,63,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,31,False
2018-06-10,28,False
2018-06-17,93,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,29,False
2018-08-26,30,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,50,False
2018-10-28,33,False
2018-11-04,65,False
2018-11-11,34,False
2018-11-18,49,False
2018-11-25,33,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,36,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,32,False
2019-01-13,97,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,47,False
2019-02-10,95,False
2019-02-17,0,False
2019-02-24,32,False
2019-03-03,34,False
2019-03-10,0,False
2019-03-17,34,False
2019-03-24,68,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,35,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,30,False
2019-06-02,51,False
2019-06-09,34,False
2019-06-16,34,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,32,False
2019-07-21,32,False
2019-07-28,31,False
2019-08-04,94,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,29,False
2019-09-08,31,False
2019-09-15,30,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,59,False
2019-10-13,61,False
2019-10-20,29,False
2019-10-27,59,False
2019-11-03,27,False
2019-11-10,28,False
2019-11-17,29,False
2019-11-24,84,False
2019-12-01,0,False
2019-12-08,44,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,55,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,54,False
2020-02-16,54,False
2020-02-23,0,False
2020-03-01,25,False
2020-03-08,35,False
2020-03-15,71,False
2020-03-22,100,False
2020-03-29,93,False
2020-04-05,75,False
2020-04-12,37,False
2020-04-19,93,False
2020-04-26,83,True
