date,torta cacao,isPartial
2018-01-07,20,False
2018-01-14,15,False
2018-01-21,10,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,52,False
2018-02-18,14,False
2018-02-25,31,False
2018-03-04,19,False
2018-03-11,23,False
2018-03-18,48,False
2018-03-25,25,False
2018-04-01,0,False
2018-04-08,14,False
2018-04-15,15,False
2018-04-22,0,False
2018-04-29,19,False
2018-05-06,9,False
2018-05-13,10,False
2018-05-20,10,False
2018-05-27,10,False
2018-06-03,24,False
2018-06-10,9,False
2018-06-17,9,False
2018-06-24,9,False
2018-07-01,9,False
2018-07-08,0,False
2018-07-15,9,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,10,False
2018-08-26,19,False
2018-09-02,9,False
2018-09-09,19,False
2018-09-16,18,False
2018-09-23,23,False
2018-09-30,10,False
2018-10-07,29,False
2018-10-14,33,False
2018-10-21,29,False
2018-10-28,23,False
2018-11-04,28,False
2018-11-11,59,False
2018-11-18,53,False
2018-11-25,29,False
2018-12-02,29,False
2018-12-09,30,False
2018-12-16,21,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,19,False
2019-01-20,27,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,14,False
2019-03-03,0,False
2019-03-10,19,False
2019-03-17,15,False
2019-03-24,15,False
2019-03-31,9,False
2019-04-07,29,False
2019-04-14,10,False
2019-04-21,14,False
2019-04-28,9,False
2019-05-05,23,False
2019-05-12,32,False
2019-05-19,22,False
2019-05-26,17,False
2019-06-02,9,False
2019-06-09,14,False
2019-06-16,20,False
2019-06-23,10,False
2019-06-30,19,False
2019-07-07,9,False
2019-07-14,0,False
2019-07-21,14,False
2019-07-28,19,False
2019-08-04,20,False
2019-08-11,10,False
2019-08-18,0,False
2019-08-25,18,False
2019-09-01,0,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,13,False
2019-09-29,22,False
2019-10-06,18,False
2019-10-13,22,False
2019-10-20,30,False
2019-10-27,42,False
2019-11-03,41,False
2019-11-10,30,False
2019-11-17,21,False
2019-11-24,13,False
2019-12-01,13,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,22,False
2019-12-29,10,False
2020-01-05,36,False
2020-01-12,33,False
2020-01-19,26,False
2020-01-26,21,False
2020-02-02,29,False
2020-02-09,42,False
2020-02-16,21,False
2020-02-23,27,False
2020-03-01,20,False
2020-03-08,66,False
2020-03-15,91,False
2020-03-22,100,False
2020-03-29,54,False
2020-04-05,74,False
2020-04-12,48,False
2020-04-19,56,False
2020-04-26,67,True
