date,torta cacao,isPartial
2018-01-07,13,False
2018-01-14,22,False
2018-01-21,17,False
2018-01-28,23,False
2018-02-04,21,False
2018-02-11,26,False
2018-02-18,23,False
2018-02-25,28,False
2018-03-04,30,False
2018-03-11,38,False
2018-03-18,17,False
2018-03-25,10,False
2018-04-01,15,False
2018-04-08,6,False
2018-04-15,12,False
2018-04-22,21,False
2018-04-29,12,False
2018-05-06,11,False
2018-05-13,13,False
2018-05-20,8,False
2018-05-27,8,False
2018-06-03,8,False
2018-06-10,9,False
2018-06-17,6,False
2018-06-24,10,False
2018-07-01,8,False
2018-07-08,8,False
2018-07-15,10,False
2018-07-22,4,False
2018-07-29,17,False
2018-08-05,9,False
2018-08-12,8,False
2018-08-19,19,False
2018-08-26,5,False
2018-09-02,10,False
2018-09-09,13,False
2018-09-16,11,False
2018-09-23,17,False
2018-09-30,23,False
2018-10-07,23,False
2018-10-14,12,False
2018-10-21,19,False
2018-10-28,43,False
2018-11-04,27,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,23,False
2018-12-02,11,False
2018-12-09,20,False
2018-12-16,25,False
2018-12-23,8,False
2018-12-30,18,False
2019-01-06,9,False
2019-01-13,31,False
2019-01-20,16,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,23,False
2019-02-17,19,False
2019-02-24,11,False
2019-03-03,18,False
2019-03-10,31,False
2019-03-17,24,False
2019-03-24,11,False
2019-03-31,30,False
2019-04-07,12,False
2019-04-14,21,False
2019-04-21,12,False
2019-04-28,12,False
2019-05-05,9,False
2019-05-12,18,False
2019-05-19,19,False
2019-05-26,10,False
2019-06-02,6,False
2019-06-09,17,False
2019-06-16,0,False
2019-06-23,4,False
2019-06-30,4,False
2019-07-07,6,False
2019-07-14,14,False
2019-07-21,9,False
2019-07-28,7,False
2019-08-04,10,False
2019-08-11,19,False
2019-08-18,10,False
2019-08-25,7,False
2019-09-01,10,False
2019-09-08,21,False
2019-09-15,12,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,17,False
2019-10-20,24,False
2019-10-27,47,False
2019-11-03,45,False
2019-11-10,22,False
2019-11-17,26,False
2019-11-24,28,False
2019-12-01,12,False
2019-12-08,4,False
2019-12-15,8,False
2019-12-22,13,False
2019-12-29,24,False
2020-01-05,8,False
2020-01-12,13,False
2020-01-19,16,False
2020-01-26,17,False
2020-02-02,13,False
2020-02-09,17,False
2020-02-16,27,False
2020-02-23,11,False
2020-03-01,28,False
2020-03-08,44,False
2020-03-15,98,False
2020-03-22,100,False
2020-03-29,91,False
2020-04-05,73,False
2020-04-12,32,False
2020-04-19,74,False
2020-04-26,52,True
