date,torta cacao,isPartial
2018-01-07,21,False
2018-01-14,31,False
2018-01-21,82,False
2018-01-28,20,False
2018-02-04,40,False
2018-02-11,0,False
2018-02-18,20,False
2018-02-25,67,False
2018-03-04,40,False
2018-03-11,19,False
2018-03-18,21,False
2018-03-25,20,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,21,False
2018-04-22,21,False
2018-04-29,0,False
2018-05-06,39,False
2018-05-13,0,False
2018-05-20,20,False
2018-05-27,30,False
2018-06-03,40,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,37,False
2018-07-15,18,False
2018-07-22,19,False
2018-07-29,57,False
2018-08-05,19,False
2018-08-12,35,False
2018-08-19,19,False
2018-08-26,0,False
2018-09-02,39,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,20,False
2018-10-14,21,False
2018-10-21,21,False
2018-10-28,49,False
2018-11-04,48,False
2018-11-11,21,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,40,False
2019-01-20,47,False
2019-01-27,18,False
2019-02-03,38,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,20,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,0,False
2019-04-07,19,False
2019-04-14,19,False
2019-04-21,0,False
2019-04-28,18,False
2019-05-05,0,False
2019-05-12,37,False
2019-05-19,55,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,18,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,17,False
2019-07-21,18,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,17,False
2019-08-25,0,False
2019-09-01,34,False
2019-09-08,53,False
2019-09-15,0,False
2019-09-22,17,False
2019-09-29,35,False
2019-10-06,36,False
2019-10-13,34,False
2019-10-20,41,False
2019-10-27,17,False
2019-11-03,25,False
2019-11-10,44,False
2019-11-17,0,False
2019-11-24,34,False
2019-12-01,35,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,18,False
2020-01-12,17,False
2020-01-19,18,False
2020-01-26,35,False
2020-02-02,17,False
2020-02-09,53,False
2020-02-16,26,False
2020-02-23,16,False
2020-03-01,32,False
2020-03-08,45,False
2020-03-15,62,False
2020-03-22,100,False
2020-03-29,97,False
2020-04-05,92,False
2020-04-12,47,False
2020-04-19,51,False
2020-04-26,63,True
