date,torta cacao,isPartial
2018-01-07,32,False
2018-01-14,15,False
2018-01-21,22,False
2018-01-28,21,False
2018-02-04,18,False
2018-02-11,18,False
2018-02-18,37,False
2018-02-25,18,False
2018-03-04,15,False
2018-03-11,52,False
2018-03-18,27,False
2018-03-25,24,False
2018-04-01,16,False
2018-04-08,16,False
2018-04-15,16,False
2018-04-22,0,False
2018-04-29,20,False
2018-05-06,19,False
2018-05-13,35,False
2018-05-20,12,False
2018-05-27,16,False
2018-06-03,23,False
2018-06-10,15,False
2018-06-17,15,False
2018-06-24,8,False
2018-07-01,8,False
2018-07-08,15,False
2018-07-15,0,False
2018-07-22,12,False
2018-07-29,8,False
2018-08-05,16,False
2018-08-12,13,False
2018-08-19,12,False
2018-08-26,18,False
2018-09-02,11,False
2018-09-09,23,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,19,False
2018-10-07,36,False
2018-10-14,36,False
2018-10-21,20,False
2018-10-28,52,False
2018-11-04,37,False
2018-11-11,35,False
2018-11-18,35,False
2018-11-25,23,False
2018-12-02,41,False
2018-12-09,24,False
2018-12-16,33,False
2018-12-23,23,False
2018-12-30,17,False
2019-01-06,19,False
2019-01-13,26,False
2019-01-20,21,False
2019-01-27,14,False
2019-02-03,25,False
2019-02-10,40,False
2019-02-17,15,False
2019-02-24,22,False
2019-03-03,37,False
2019-03-10,22,False
2019-03-17,15,False
2019-03-24,23,False
2019-03-31,18,False
2019-04-07,11,False
2019-04-14,15,False
2019-04-21,23,False
2019-04-28,18,False
2019-05-05,7,False
2019-05-12,17,False
2019-05-19,14,False
2019-05-26,14,False
2019-06-02,11,False
2019-06-09,7,False
2019-06-16,11,False
2019-06-23,15,False
2019-06-30,7,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,8,False
2019-07-28,15,False
2019-08-04,8,False
2019-08-11,9,False
2019-08-18,8,False
2019-08-25,21,False
2019-09-01,14,False
2019-09-08,44,False
2019-09-15,33,False
2019-09-22,36,False
2019-09-29,38,False
2019-10-06,21,False
2019-10-13,17,False
2019-10-20,24,False
2019-10-27,48,False
2019-11-03,37,False
2019-11-10,40,False
2019-11-17,30,False
2019-11-24,10,False
2019-12-01,32,False
2019-12-08,11,False
2019-12-15,18,False
2019-12-22,16,False
2019-12-29,27,False
2020-01-05,20,False
2020-01-12,22,False
2020-01-19,20,False
2020-01-26,22,False
2020-02-02,42,False
2020-02-09,20,False
2020-02-16,13,False
2020-02-23,22,False
2020-03-01,36,False
2020-03-08,53,False
2020-03-15,100,False
2020-03-22,85,False
2020-03-29,99,False
2020-04-05,81,False
2020-04-12,60,False
2020-04-19,77,False
2020-04-26,94,True
