date,torta cacao,isPartial
2018-01-07,9,False
2018-01-14,30,False
2018-01-21,37,False
2018-01-28,23,False
2018-02-04,29,False
2018-02-11,15,False
2018-02-18,39,False
2018-02-25,24,False
2018-03-04,30,False
2018-03-11,14,False
2018-03-18,12,False
2018-03-25,15,False
2018-04-01,8,False
2018-04-08,10,False
2018-04-15,12,False
2018-04-22,8,False
2018-04-29,10,False
2018-05-06,19,False
2018-05-13,15,False
2018-05-20,17,False
2018-05-27,5,False
2018-06-03,5,False
2018-06-10,7,False
2018-06-17,7,False
2018-06-24,19,False
2018-07-01,0,False
2018-07-08,5,False
2018-07-15,10,False
2018-07-22,10,False
2018-07-29,7,False
2018-08-05,21,False
2018-08-12,8,False
2018-08-19,9,False
2018-08-26,18,False
2018-09-02,19,False
2018-09-09,14,False
2018-09-16,16,False
2018-09-23,23,False
2018-09-30,38,False
2018-10-07,22,False
2018-10-14,27,False
2018-10-21,29,False
2018-10-28,33,False
2018-11-04,17,False
2018-11-11,28,False
2018-11-18,15,False
2018-11-25,25,False
2018-12-02,15,False
2018-12-09,15,False
2018-12-16,13,False
2018-12-23,5,False
2018-12-30,10,False
2019-01-06,10,False
2019-01-13,23,False
2019-01-20,20,False
2019-01-27,32,False
2019-02-03,27,False
2019-02-10,28,False
2019-02-17,32,False
2019-02-24,25,False
2019-03-03,14,False
2019-03-10,9,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,24,False
2019-04-07,21,False
2019-04-14,10,False
2019-04-21,13,False
2019-04-28,21,False
2019-05-05,12,False
2019-05-12,9,False
2019-05-19,14,False
2019-05-26,13,False
2019-06-02,7,False
2019-06-09,10,False
2019-06-16,5,False
2019-06-23,13,False
2019-06-30,8,False
2019-07-07,10,False
2019-07-14,10,False
2019-07-21,5,False
2019-07-28,8,False
2019-08-04,5,False
2019-08-11,0,False
2019-08-18,16,False
2019-08-25,10,False
2019-09-01,4,False
2019-09-08,20,False
2019-09-15,15,False
2019-09-22,17,False
2019-09-29,19,False
2019-10-06,16,False
2019-10-13,23,False
2019-10-20,29,False
2019-10-27,26,False
2019-11-03,21,False
2019-11-10,31,False
2019-11-17,6,False
2019-11-24,20,False
2019-12-01,7,False
2019-12-08,14,False
2019-12-15,11,False
2019-12-22,10,False
2019-12-29,9,False
2020-01-05,9,False
2020-01-12,19,False
2020-01-19,7,False
2020-01-26,25,False
2020-02-02,19,False
2020-02-09,32,False
2020-02-16,21,False
2020-02-23,26,False
2020-03-01,14,False
2020-03-08,57,False
2020-03-15,63,False
2020-03-22,100,False
2020-03-29,81,False
2020-04-05,62,False
2020-04-12,35,False
2020-04-19,67,False
2020-04-26,36,True
