date,Fitnesstrainer,isPartial
2018-01-07,32,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,48,False
2018-02-04,34,False
2018-02-11,33,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,0,False
2018-03-18,65,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,45,False
2018-04-15,34,False
2018-04-22,66,False
2018-04-29,0,False
2018-05-06,34,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,99,False
2018-06-10,32,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,50,False
2018-07-08,34,False
2018-07-15,70,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,32,False
2018-08-12,42,False
2018-08-19,32,False
2018-08-26,64,False
2018-09-02,32,False
2018-09-09,64,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,68,False
2018-10-14,0,False
2018-10-21,46,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,36,False
2018-12-30,33,False
2019-01-06,45,False
2019-01-13,0,False
2019-01-20,30,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,32,False
2019-03-03,61,False
2019-03-10,0,False
2019-03-17,32,False
2019-03-24,0,False
2019-03-31,64,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,100,False
2019-04-28,30,False
2019-05-05,30,False
2019-05-12,46,False
2019-05-19,45,False
2019-05-26,32,False
2019-06-02,31,False
2019-06-09,31,False
2019-06-16,30,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,33,False
2019-07-21,0,False
2019-07-28,64,False
2019-08-04,48,False
2019-08-11,32,False
2019-08-18,31,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,62,False
2019-09-15,0,False
2019-09-22,30,False
2019-09-29,29,False
2019-10-06,30,False
2019-10-13,31,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,29,False
2019-11-17,38,False
2019-11-24,28,False
2019-12-01,29,False
2019-12-08,28,False
2019-12-15,29,False
2019-12-22,32,False
2019-12-29,60,False
2020-01-05,0,False
2020-01-12,53,False
2020-01-19,27,False
2020-01-26,27,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,28,False
2020-02-23,26,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,48,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,41,False
2020-04-26,24,False
2020-05-03,0,False
2020-05-10,25,False
2020-05-17,0,True
