date,Fitnesstrainer,isPartial
2018-01-07,25,False
2018-01-14,66,False
2018-01-21,25,False
2018-01-28,49,False
2018-02-04,33,False
2018-02-11,50,False
2018-02-18,62,False
2018-02-25,62,False
2018-03-04,33,False
2018-03-11,74,False
2018-03-18,26,False
2018-03-25,36,False
2018-04-01,27,False
2018-04-08,26,False
2018-04-15,68,False
2018-04-22,35,False
2018-04-29,41,False
2018-05-06,26,False
2018-05-13,38,False
2018-05-20,27,False
2018-05-27,53,False
2018-06-03,26,False
2018-06-10,34,False
2018-06-17,35,False
2018-06-24,54,False
2018-07-01,82,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,36,False
2018-07-29,71,False
2018-08-05,26,False
2018-08-12,27,False
2018-08-19,26,False
2018-08-26,51,False
2018-09-02,50,False
2018-09-09,50,False
2018-09-16,26,False
2018-09-23,35,False
2018-09-30,54,False
2018-10-07,39,False
2018-10-14,51,False
2018-10-21,37,False
2018-10-28,37,False
2018-11-04,36,False
2018-11-11,42,False
2018-11-18,42,False
2018-11-25,27,False
2018-12-02,39,False
2018-12-09,79,False
2018-12-16,27,False
2018-12-23,31,False
2018-12-30,28,False
2019-01-06,39,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,49,False
2019-02-03,49,False
2019-02-10,50,False
2019-02-17,50,False
2019-02-24,26,False
2019-03-03,25,False
2019-03-10,73,False
2019-03-17,38,False
2019-03-24,33,False
2019-03-31,50,False
2019-04-07,25,False
2019-04-14,68,False
2019-04-21,35,False
2019-04-28,43,False
2019-05-05,49,False
2019-05-12,42,False
2019-05-19,65,False
2019-05-26,38,False
2019-06-02,37,False
2019-06-09,37,False
2019-06-16,34,False
2019-06-23,35,False
2019-06-30,52,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,43,False
2019-08-11,32,False
2019-08-18,25,False
2019-08-25,41,False
2019-09-01,33,False
2019-09-08,58,False
2019-09-15,43,False
2019-09-22,25,False
2019-09-29,26,False
2019-10-06,33,False
2019-10-13,35,False
2019-10-20,35,False
2019-10-27,46,False
2019-11-03,39,False
2019-11-10,69,False
2019-11-17,24,False
2019-11-24,46,False
2019-12-01,39,False
2019-12-08,0,False
2019-12-15,48,False
2019-12-22,28,False
2019-12-29,26,False
2020-01-05,39,False
2020-01-12,45,False
2020-01-19,68,False
2020-01-26,44,False
2020-02-02,51,False
2020-02-09,44,False
2020-02-16,22,False
2020-02-23,37,False
2020-03-01,0,False
2020-03-08,42,False
2020-03-15,62,False
2020-03-22,62,False
2020-03-29,62,False
2020-04-05,46,False
2020-04-12,36,False
2020-04-19,42,False
2020-04-26,49,False
2020-05-03,21,False
2020-05-10,74,False
2020-05-17,100,True
