date,Fitnesstrainer,isPartial
2018-01-07,38,False
2018-01-14,38,False
2018-01-21,38,False
2018-01-28,56,False
2018-02-04,36,False
2018-02-11,38,False
2018-02-18,34,False
2018-02-25,23,False
2018-03-04,44,False
2018-03-11,34,False
2018-03-18,45,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,48,False
2018-04-22,23,False
2018-04-29,24,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,49,False
2018-05-27,23,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,69,False
2018-06-24,0,False
2018-07-01,36,False
2018-07-08,24,False
2018-07-15,26,False
2018-07-22,41,False
2018-07-29,42,False
2018-08-05,26,False
2018-08-12,36,False
2018-08-19,25,False
2018-08-26,36,False
2018-09-02,24,False
2018-09-09,47,False
2018-09-16,32,False
2018-09-23,24,False
2018-09-30,18,False
2018-10-07,33,False
2018-10-14,32,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,25,False
2018-12-23,31,False
2018-12-30,80,False
2019-01-06,22,False
2019-01-13,39,False
2019-01-20,20,False
2019-01-27,24,False
2019-02-03,35,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,28,False
2019-03-10,22,False
2019-03-17,23,False
2019-03-24,35,False
2019-03-31,47,False
2019-04-07,37,False
2019-04-14,34,False
2019-04-21,52,False
2019-04-28,43,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,45,False
2019-05-26,24,False
2019-06-02,40,False
2019-06-09,47,False
2019-06-16,38,False
2019-06-23,36,False
2019-06-30,48,False
2019-07-07,23,False
2019-07-14,24,False
2019-07-21,100,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,0,False
2019-08-18,23,False
2019-08-25,43,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,22,False
2019-09-22,45,False
2019-09-29,20,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,43,False
2019-10-27,21,False
2019-11-03,25,False
2019-11-10,43,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,39,False
2019-12-08,21,False
2019-12-15,23,False
2019-12-22,28,False
2019-12-29,23,False
2020-01-05,39,False
2020-01-12,31,False
2020-01-19,21,False
2020-01-26,31,False
2020-02-02,43,False
2020-02-09,31,False
2020-02-16,21,False
2020-02-23,20,False
2020-03-01,67,False
2020-03-08,45,False
2020-03-15,30,False
2020-03-22,20,False
2020-03-29,30,False
2020-04-05,20,False
2020-04-12,32,False
2020-04-19,20,False
2020-04-26,19,False
2020-05-03,27,False
2020-05-10,19,False
2020-05-17,0,True
