date,exercice math,isPartial
2018-01-07,55,False
2018-01-14,76,False
2018-01-21,59,False
2018-01-28,38,False
2018-02-04,51,False
2018-02-11,71,False
2018-02-18,63,False
2018-02-25,31,False
2018-03-04,39,False
2018-03-11,73,False
2018-03-18,56,False
2018-03-25,97,False
2018-04-01,52,False
2018-04-08,65,False
2018-04-15,67,False
2018-04-22,36,False
2018-04-29,43,False
2018-05-06,43,False
2018-05-13,34,False
2018-05-20,59,False
2018-05-27,46,False
2018-06-03,46,False
2018-06-10,29,False
2018-06-17,35,False
2018-06-24,51,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,19,False
2018-07-22,13,False
2018-07-29,13,False
2018-08-05,12,False
2018-08-12,25,False
2018-08-19,38,False
2018-08-26,21,False
2018-09-02,22,False
2018-09-09,30,False
2018-09-16,100,False
2018-09-23,57,False
2018-09-30,53,False
2018-10-07,79,False
2018-10-14,36,False
2018-10-21,23,False
2018-10-28,43,False
2018-11-04,34,False
2018-11-11,89,False
2018-11-18,43,False
2018-11-25,40,False
2018-12-02,45,False
2018-12-09,32,False
2018-12-16,46,False
2018-12-23,32,False
2018-12-30,29,False
2019-01-06,63,False
2019-01-13,79,False
2019-01-20,43,False
2019-01-27,63,False
2019-02-03,62,False
2019-02-10,28,False
2019-02-17,59,False
2019-02-24,53,False
2019-03-03,35,False
2019-03-10,57,False
2019-03-17,45,False
2019-03-24,31,False
2019-03-31,53,False
2019-04-07,31,False
2019-04-14,44,False
2019-04-21,50,False
2019-04-28,43,False
2019-05-05,51,False
2019-05-12,55,False
2019-05-19,54,False
2019-05-26,37,False
2019-06-02,24,False
2019-06-09,28,False
2019-06-16,16,False
2019-06-23,12,False
2019-06-30,24,False
2019-07-07,28,False
2019-07-14,0,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,15,False
2019-08-25,22,False
2019-09-01,39,False
2019-09-08,60,False
2019-09-15,78,False
2019-09-22,39,False
2019-09-29,48,False
2019-10-06,48,False
2019-10-13,43,False
2019-10-20,59,False
2019-10-27,59,False
2019-11-03,47,False
2019-11-10,65,False
2019-11-17,53,False
2019-11-24,45,False
2019-12-01,19,False
2019-12-08,38,False
2019-12-15,45,False
2019-12-22,13,False
2019-12-29,41,False
2020-01-05,39,False
2020-01-12,64,False
2020-01-19,44,False
2020-01-26,37,False
2020-02-02,48,False
2020-02-09,16,False
2020-02-16,40,False
2020-02-23,53,False
2020-03-01,52,False
2020-03-08,21,False
2020-03-15,89,False
2020-03-22,82,False
2020-03-29,43,False
2020-04-05,46,False
2020-04-12,25,False
2020-04-19,37,False
2020-04-26,52,False
2020-05-03,29,False
2020-05-10,33,False
2020-05-17,36,True
