date,exercice math,isPartial
2018-01-07,39,False
2018-01-14,56,False
2018-01-21,38,False
2018-01-28,38,False
2018-02-04,78,False
2018-02-11,47,False
2018-02-18,50,False
2018-02-25,39,False
2018-03-04,58,False
2018-03-11,30,False
2018-03-18,40,False
2018-03-25,52,False
2018-04-01,41,False
2018-04-08,40,False
2018-04-15,28,False
2018-04-22,51,False
2018-04-29,37,False
2018-05-06,67,False
2018-05-13,39,False
2018-05-20,20,False
2018-05-27,28,False
2018-06-03,28,False
2018-06-10,36,False
2018-06-17,20,False
2018-06-24,19,False
2018-07-01,37,False
2018-07-08,19,False
2018-07-15,19,False
2018-07-22,0,False
2018-07-29,18,False
2018-08-05,17,False
2018-08-12,18,False
2018-08-19,37,False
2018-08-26,19,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,70,False
2018-09-23,32,False
2018-09-30,33,False
2018-10-07,40,False
2018-10-14,66,False
2018-10-21,100,False
2018-10-28,90,False
2018-11-04,56,False
2018-11-11,19,False
2018-11-18,44,False
2018-11-25,29,False
2018-12-02,58,False
2018-12-09,20,False
2018-12-16,59,False
2018-12-23,22,False
2018-12-30,42,False
2019-01-06,39,False
2019-01-13,57,False
2019-01-20,49,False
2019-01-27,91,False
2019-02-03,51,False
2019-02-10,61,False
2019-02-17,21,False
2019-02-24,43,False
2019-03-03,59,False
2019-03-10,45,False
2019-03-17,40,False
2019-03-24,38,False
2019-03-31,57,False
2019-04-07,50,False
2019-04-14,69,False
2019-04-21,34,False
2019-04-28,43,False
2019-05-05,38,False
2019-05-12,49,False
2019-05-19,32,False
2019-05-26,44,False
2019-06-02,25,False
2019-06-09,21,False
2019-06-16,43,False
2019-06-23,24,False
2019-06-30,36,False
2019-07-07,15,False
2019-07-14,15,False
2019-07-21,0,False
2019-07-28,17,False
2019-08-04,16,False
2019-08-11,16,False
2019-08-18,16,False
2019-08-25,26,False
2019-09-01,32,False
2019-09-08,21,False
2019-09-15,45,False
2019-09-22,58,False
2019-09-29,53,False
2019-10-06,32,False
2019-10-13,37,False
2019-10-20,37,False
2019-10-27,36,False
2019-11-03,43,False
2019-11-10,60,False
2019-11-17,64,False
2019-11-24,15,False
2019-12-01,48,False
2019-12-08,23,False
2019-12-15,77,False
2019-12-22,17,False
2019-12-29,43,False
2020-01-05,35,False
2020-01-12,29,False
2020-01-19,15,False
2020-01-26,39,False
2020-02-02,53,False
2020-02-09,39,False
2020-02-16,34,False
2020-02-23,49,False
2020-03-01,43,False
2020-03-08,38,False
2020-03-15,68,False
2020-03-22,59,False
2020-03-29,48,False
2020-04-05,48,False
2020-04-12,35,False
2020-04-19,26,False
2020-04-26,33,False
2020-05-03,51,False
2020-05-10,40,False
2020-05-17,33,True
