date,exercice math,isPartial
2018-01-07,61,False
2018-01-14,30,False
2018-01-21,100,False
2018-01-28,46,False
2018-02-04,39,False
2018-02-11,60,False
2018-02-18,20,False
2018-02-25,20,False
2018-03-04,32,False
2018-03-11,62,False
2018-03-18,34,False
2018-03-25,31,False
2018-04-01,21,False
2018-04-08,31,False
2018-04-15,32,False
2018-04-22,21,False
2018-04-29,22,False
2018-05-06,30,False
2018-05-13,21,False
2018-05-20,0,False
2018-05-27,41,False
2018-06-03,21,False
2018-06-10,30,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,24,False
2018-07-22,24,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,44,False
2018-09-16,35,False
2018-09-23,64,False
2018-09-30,49,False
2018-10-07,32,False
2018-10-14,43,False
2018-10-21,0,False
2018-10-28,21,False
2018-11-04,48,False
2018-11-11,31,False
2018-11-18,34,False
2018-11-25,41,False
2018-12-02,21,False
2018-12-09,52,False
2018-12-16,35,False
2018-12-23,23,False
2018-12-30,87,False
2019-01-06,21,False
2019-01-13,54,False
2019-01-20,33,False
2019-01-27,19,False
2019-02-03,41,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,27,False
2019-03-03,20,False
2019-03-10,34,False
2019-03-17,31,False
2019-03-24,28,False
2019-03-31,42,False
2019-04-07,22,False
2019-04-14,22,False
2019-04-21,34,False
2019-04-28,0,False
2019-05-05,20,False
2019-05-12,21,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,21,False
2019-07-07,32,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,23,False
2019-08-04,23,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,21,False
2019-09-01,30,False
2019-09-08,33,False
2019-09-15,40,False
2019-09-22,42,False
2019-09-29,37,False
2019-10-06,50,False
2019-10-13,38,False
2019-10-20,19,False
2019-10-27,37,False
2019-11-03,36,False
2019-11-10,18,False
2019-11-17,30,False
2019-11-24,53,False
2019-12-01,45,False
2019-12-08,36,False
2019-12-15,18,False
2019-12-22,20,False
2019-12-29,29,False
2020-01-05,29,False
2020-01-12,62,False
2020-01-19,18,False
2020-01-26,34,False
2020-02-02,23,False
2020-02-09,17,False
2020-02-16,18,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,22,False
2020-03-15,60,False
2020-03-22,29,False
2020-03-29,33,False
2020-04-05,15,False
2020-04-12,45,False
2020-04-19,25,False
2020-04-26,18,False
2020-05-03,28,False
2020-05-10,52,False
2020-05-17,37,True
