date,exercice math,isPartial
2018-01-07,0,False
2018-01-14,37,False
2018-01-21,19,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,28,False
2018-02-18,38,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,39,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,59,False
2018-04-08,41,False
2018-04-15,21,False
2018-04-22,20,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,20,False
2018-05-20,41,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,19,False
2018-06-17,40,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,21,False
2018-09-02,42,False
2018-09-09,21,False
2018-09-16,20,False
2018-09-23,21,False
2018-09-30,28,False
2018-10-07,84,False
2018-10-14,21,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,40,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,19,False
2019-01-27,37,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,0,False
2019-03-03,38,False
2019-03-10,0,False
2019-03-17,41,False
2019-03-24,20,False
2019-03-31,100,False
2019-04-07,21,False
2019-04-14,21,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,40,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,22,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,27,False
2019-10-27,18,False
2019-11-03,17,False
2019-11-10,23,False
2019-11-17,18,False
2019-11-24,34,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,26,False
2020-01-26,0,False
2020-02-02,50,False
2020-02-09,25,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,24,False
2020-03-08,32,False
2020-03-15,39,False
2020-03-22,19,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,44,False
2020-04-19,15,False
2020-04-26,0,False
2020-05-03,20,False
2020-05-10,0,False
2020-05-17,0,True
