date,Bautrockner,isPartial
2018-01-07,51,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,51,False
2018-02-04,52,False
2018-02-11,38,False
2018-02-18,89,False
2018-02-25,75,False
2018-03-04,50,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,66,False
2018-04-01,39,False
2018-04-08,77,False
2018-04-15,27,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,27,False
2018-05-13,0,False
2018-05-20,27,False
2018-05-27,62,False
2018-06-03,50,False
2018-06-10,50,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,26,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,40,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,0,False
2018-09-02,50,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,50,False
2018-09-30,26,False
2018-10-07,26,False
2018-10-14,100,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,37,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,28,False
2018-12-30,0,False
2019-01-06,70,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,35,False
2019-02-03,70,False
2019-02-10,0,False
2019-02-17,48,False
2019-02-24,24,False
2019-03-03,23,False
2019-03-10,46,False
2019-03-17,24,False
2019-03-24,49,False
2019-03-31,0,False
2019-04-07,51,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,24,False
2019-06-02,23,False
2019-06-09,47,False
2019-06-16,83,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,50,False
2019-08-04,25,False
2019-08-11,56,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,47,False
2019-10-06,35,False
2019-10-13,57,False
2019-10-20,57,False
2019-10-27,45,False
2019-11-03,54,False
2019-11-10,55,False
2019-11-17,34,False
2019-11-24,43,False
2019-12-01,22,False
2019-12-08,44,False
2019-12-15,56,False
2019-12-22,24,False
2019-12-29,23,False
2020-01-05,42,False
2020-01-12,51,False
2020-01-19,32,False
2020-01-26,31,False
2020-02-02,31,False
2020-02-09,0,False
2020-02-16,85,False
2020-02-23,42,False
2020-03-01,42,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,42,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,19,False
2020-05-03,0,False
2020-05-10,19,False
