date,abbigliamento,isPartial
2018-01-07,64,False
2018-01-14,89,False
2018-01-21,53,False
2018-01-28,42,False
2018-02-04,42,False
2018-02-11,74,False
2018-02-18,37,False
2018-02-25,48,False
2018-03-04,29,False
2018-03-11,69,False
2018-03-18,86,False
2018-03-25,83,False
2018-04-01,83,False
2018-04-08,34,False
2018-04-15,50,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,39,False
2018-05-13,26,False
2018-05-20,24,False
2018-05-27,25,False
2018-06-03,63,False
2018-06-10,48,False
2018-06-17,73,False
2018-06-24,0,False
2018-07-01,44,False
2018-07-08,41,False
2018-07-15,41,False
2018-07-22,58,False
2018-07-29,37,False
2018-08-05,55,False
2018-08-12,65,False
2018-08-19,25,False
2018-08-26,50,False
2018-09-02,49,False
2018-09-09,57,False
2018-09-16,24,False
2018-09-23,23,False
2018-09-30,100,False
2018-10-07,66,False
2018-10-14,65,False
2018-10-21,26,False
2018-10-28,94,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,61,False
2018-11-25,23,False
2018-12-02,22,False
2018-12-09,80,False
2018-12-16,57,False
2018-12-23,38,False
2018-12-30,29,False
2019-01-06,43,False
2019-01-13,51,False
2019-01-20,48,False
2019-01-27,67,False
2019-02-03,58,False
2019-02-10,56,False
2019-02-17,47,False
2019-02-24,38,False
2019-03-03,19,False
2019-03-10,38,False
2019-03-17,63,False
2019-03-24,32,False
2019-03-31,88,False
2019-04-07,78,False
2019-04-14,67,False
2019-04-21,63,False
2019-04-28,45,False
2019-05-05,71,False
2019-05-12,24,False
2019-05-19,46,False
2019-05-26,45,False
2019-06-02,58,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,55,False
2019-06-30,20,False
2019-07-07,57,False
2019-07-14,28,False
2019-07-21,45,False
2019-07-28,86,False
2019-08-04,45,False
2019-08-11,46,False
2019-08-18,28,False
2019-08-25,42,False
2019-09-01,49,False
2019-09-08,30,False
2019-09-15,64,False
2019-09-22,21,False
2019-09-29,22,False
2019-10-06,34,False
2019-10-13,33,False
2019-10-20,74,False
2019-10-27,50,False
2019-11-03,63,False
2019-11-10,43,False
2019-11-17,51,False
2019-11-24,58,False
2019-12-01,40,False
2019-12-08,70,False
2019-12-15,20,False
2019-12-22,25,False
2019-12-29,38,False
2020-01-05,94,False
2020-01-12,17,False
2020-01-19,52,False
2020-01-26,17,False
2020-02-02,40,False
2020-02-09,24,False
2020-02-16,32,False
2020-02-23,40,False
2020-03-01,30,False
2020-03-08,17,False
2020-03-15,34,False
2020-03-22,31,False
2020-03-29,0,False
2020-04-05,28,False
2020-04-12,55,False
2020-04-19,35,False
2020-04-26,58,True
